Rank,Player,Pos,Team,Reason,GamesMissed,DaysMissed,Cash TotalPer Days Missed
13,Kawhi Leonard,SF,LAC,"Rest, Injury Management, Ankle, Illness, Personal",30,"5010/22-10/22, 10/25-11/16, 11/23-12/4, 12/8-12/8, 12/15-12/15, 12/26-12/26, 1/2-1/4, 1/6-1/6, 1/18-1/18, 1/29-1/29, 2/10-2/10, 3/3-3/3, 3/18-3/18, 3/29-3/30","$12,210,500"
14,Gordon Hayward,SF,CHA,"Shoulder, Hamstring, Thumb",32,"6711/4-11/17, 11/25-12/15, 1/4-1/20, 1/24-1/25, 3/28-4/9","$11,580,615"
15,Damian Lillard,PG,POR,"Calf, Injury Management, Rest",24,"4410/28-11/6, 11/10-11/11, 11/21-12/3, 2/23-2/23, 3/12-3/13, 3/24-4/9","$10,745,240"
16,Anthony Davis,C,LAL,"Back, Illness, Foot",26,"4910/28-10/29, 11/26-11/27, 12/7-12/8, 12/18-1/24, 1/30-1/30, 3/1-3/2, 3/15-3/16","$10,695,720"
17,Devin Booker,SG,PHX,"Hamstring, Groin, Injury Management, Rest",29,"5512/11-12/14, 12/19-12/24, 12/27-2/6, 2/9-2/9, 4/7-4/7, 4/9-4/9","$10,694,475"
18,Chet Holmgren,C,OKC,Foot,82,17310/19-4/9,"$9,667,759"
19,Kyle Lowry,PG,MIA,"Rest, Knee, Personal",27,"5912/8-12/8, 12/15-12/15, 12/17-12/22, 12/28-12/29, 1/10-1/17, 2/4-3/10, 3/18-3/18, 3/29-3/31, 4/7-4/8","$9,607,265"
20,Giannis Antetokounmpo,PF,MIL,"Knee, Quad, Illness",19,"3911/5-11/6, 11/9-11/13, 12/3-12/4, 12/17-12/18, 1/1-1/2, 1/12-1/22, 2/26-2/27, 3/7-3/12, 3/27-3/28, 4/5-4/9","$9,524,190"
21,Cade Cunningham,PG,DET,Shin,70,14911/11-4/9,"$9,036,552"
22,James Harden,SG,PHI,"Foot, Injury Management, Achilles",24,"4611/4-12/4, 12/31-12/31, 1/21-1/21, 3/7-3/9, 3/18-3/18, 3/22-3/28, 4/7-4/7, 4/9-4/9","$8,724,130"
23,Zion Williamson,PF,NOP,"Hip, Ankle, Health Protocols, Hamstring",53,"11210/25-10/29, 11/15-11/20, 12/22-12/27, 1/4-4/9","$8,712,032"
24,Steven Adams,C,MEM,"Ankle, Hip, Illness, Knee",40,"8311/7-11/8, 12/4-12/4, 12/12-12/14, 1/8-1/8, 1/23-4/9","$8,551,324"
25,Jae Crowder,SF,PHX,"Personal, Calf",62,"12610/19-2/9, 3/16-3/26, 3/29-3/29","$7,374,528"
26,Jimmy Butler,SF,MIA,"Hip, Knee, Injury Management, Illness, Ankle, Rest, Back, Neck, Hand",17,"3411/2-11/6, 11/18-12/1, 12/6-12/7, 12/14-12/14, 12/20-12/22, 12/26-12/27, 12/31-12/31, 1/24-1/26, 3/28-3/28, 4/7-4/8","$7,357,532"
27,Chris Paul,PG,PHX,"Heel, Hip, Rest",23,"4411/9-12/6, 1/8-1/21, 4/7-4/7, 4/9-4/9","$7,181,592"
28,Michael Porter Jr.,SF,DEN,"Back, Heel, Personal, Injury Management",19,"3910/26-10/27, 11/25-12/22, 1/22-1/27, 3/31-3/31, 4/6-4/6, 4/9-4/9","$6,928,935"
29,Danilo Gallinari,PF,BOS,Knee Acl,82,17410/18-4/9,"$6,479,064"
30,Luka Doncic,PG,DAL,"Rest, Quad, Ankle, Heel, Thigh",16,"3011/16-11/16, 12/10-12/11, 12/17-12/18, 1/8-1/9, 1/15-1/17, 1/28-1/29, 2/4-2/10, 3/11-3/21, 4/9-4/9","$6,395,940"
31,Marvin Bagley III,PF,DET,"Knee, Illness, Hand, Ankle, Concussion",40,"8910/19-11/11, 12/26-12/29, 1/4-2/24, 3/13-3/18, 4/4-4/6","$6,393,671"
32,Cody Martin,SF,CHA,"Quad, Knee",75,"15810/21-11/11, 11/12-1/3, 1/16-4/9","$6,356,340"
33,Collin Sexton,PG,UTA,"Leg, Hamstring, Injury Management",34,"6712/9-12/21, 1/3-1/12, 1/14-1/14, 2/23-4/3, 4/6-4/9","$6,353,476"
34,Danny Green,SF,MEM,"Knee Acl, Injury Management, Illness",53,"11210/19-1/31, 2/2-2/2, 3/26-3/31","$6,160,890"
35,Duncan Robinson,SF,MIA,"Hand, Ankle, Finger, Health Protocols",31,"6311/18-11/19, 11/21-11/22, 11/23-11/29, 12/2-12/5, 12/8-12/9, 12/13-12/13, 1/4-2/14, 3/10-3/13","$6,119,694"
36,Klay Thompson,SG,GSW,"Injury Management, Achilles, Knee, Rest, Back",13,"2610/30-10/30, 11/4-11/6, 11/14-11/15, 11/21-11/22, 12/3-12/4, 12/14-12/15, 12/21-12/24, 12/28-12/28, 1/7-1/9, 1/16-1/16, 1/20-1/20, 2/2-2/2, 4/4-4/6","$6,066,684"
37,Gary Payton II,PG,POR,"Abdominal, Ankle, Hip, Illness",59,"12510/19-1/1, 1/4-1/9, 1/19-1/21, 2/3-2/3, 2/13-3/25","$5,962,625"
38,Davis Bertans,PF,DAL,"Knee, Illness, Calf",27,"6310/19-11/15, 12/12-12/13, 12/16-12/18, 2/4-3/5","$5,793,102"
39,Myles Turner,C,IND,"Ankle, Injury Management, Hamstring, Back",19,"3510/19-10/25, 10/29-10/29, 12/5-12/6, 1/13-1/15, 2/13-2/14, 3/11-3/15, 3/25-4/9","$5,678,325"
40,Jaren Jackson Jr.,PF,MEM,"Foot, Injury Management, Thigh, Calf, Elbow",19,"3410/19-11/14, 11/20-11/20, 12/5-12/5, 2/3-2/2, 3/29-3/30, 4/9-4/9","$5,656,240"
41,Jamal Murray,PG,DEN,"Injury Management, Health Protocols, Ankle, Knee, Thumb",16,"3110/21-10/21, 11/18-11/21, 12/20-12/22, 12/28-12/28, 1/1-1/1, 1/25-1/25, 2/5-2/5, 2/7-2/7, 2/9-2/22, 3/31-3/31, 4/6-4/7, 4/9-4/9","$5,638,900"
42,Bogdan Bogdanovic,SG,ATL,"Knee, Injury Management, Quad, Back",28,"5410/19-12/1, 12/12-12/13, 1/14-1/15, 1/21-1/22, 3/11-3/12, 4/5-4/5, 4/9-4/9","$5,586,192"
43,Jusuf Nurkic,C,POR,"Adductor, Calf, Illness, Concussion",30,"6211/9-11/14, 12/19-12/20, 12/30-1/1, 1/28-1/29, 2/3-3/7, 3/25-4/9","$5,567,538"
44,Robert Williams III,C,BOS,"Knee, Illness, Injury Management, Ankle, Hamstring",47,"8910/18-12/15, 12/23-12/24, 1/3-1/3, 1/11-1/11, 1/23-1/23, 1/28-1/31, 2/8-2/9, 2/15-2/15, 3/5-3/20, 3/31-3/31, 4/4-4/4, 4/9-4/9","$5,480,264"
45,Otto Porter Jr.,SF,TOR,"Hamstring, Foot",74,"15810/19-11/1, 11/16-4/9","$5,448,314"
46,Daniel Theis,C,IND,"Knee, Injury Management, Thumb",54,"10810/19-2/1, 2/11-2/11, 2/15-2/15","$5,396,544"
47,Kristaps Porzingis,PF,WAS,"Groin, Back, Illness, Ribs, Ankle, Knee",13,"2711/10-11/11, 12/14-12/16, 12/20-12/22, 1/11-1/12, 1/24-1/29, 2/26-3/1, 3/18-3/20, 3/31-4/3","$5,250,015"
48,Joel Embiid,C,PHI,"Knee, Illness, Foot, Injury Management, Calf",16,"2710/28-10/28, 10/31-11/6, 11/22-11/27, 1/4-1/9, 1/21-1/21, 3/1-3/1, 3/27-3/28, 4/7-4/9","$5,216,400"
49,Jrue Holiday,PG,MIL,"Ankle, Knee, Illness, Neck, Personal, Rest",14,"2711/9-11/17, 12/3-12/4, 12/13-12/16, 12/28-1/2, 3/7-3/8, 3/27-3/28, 4/7-4/7, 4/9-4/9","$5,049,918"
50,Al Horford,C,BOS,"Back, Rest, Knee",16,"3310/22-10/23, 12/5-12/15, 1/12-1/12, 1/24-1/25, 2/8-2/11, 2/14-2/14, 3/6-3/7, 3/18-3/20, 3/31-4/3, 4/5-4/6, 4/9-4/9","$5,025,867"
51,Bojan Bogdanovic,SF,DET,"Knee, Calf, Illness, Achilles",23,"4511/27-11/28, 1/10-1/10, 1/15-1/18, 2/27-2/28, 3/4-4/9","$5,002,515"
52,Kelly Oubre Jr.,SF,CHA,"Hand, Back, Shoulder",34,"6812/27-12/28, 12/31-2/16, 3/12-3/13, 3/24-4/9","$4,924,152"
53,Landry Shamet,SG,PHX,"Hip, Concussion, Achilles, Foot",40,"8910/19-10/22, 11/11-11/25, 12/27-1/1, 1/10-1/15, 1/19-3/18","$4,859,222"
54,Mitchell Robinson,C,NYK,"Knee, Thumb, Rest",22,"4911/7-11/19, 1/20-2/23, 4/7-4/7","$4,800,138"
55,Deandre Ayton,C,PHX,"Ankle, Illness, Hip, Rest",15,"2710/30-11/3, 12/15-12/18, 1/10-1/12, 1/21-1/25, 3/19-3/26, 4/7-4/7, 4/9-4/9","$4,796,955"
56,Maxi Kleber,PF,DAL,"Back, Foot, Hamstring, Injury Management",43,"9211/16-11/25, 12/10-12/11, 12/14-12/15, 12/16-2/27, 3/5-3/6, 4/7-4/7, 4/9-4/9","$4,758,608"
57,Pascal Siakam,PF,TOR,"Groin, Adductor, Rest",11,"2311/6-11/6, 11/7-11/27, 4/9-4/9","$4,685,744"
58,Nikola Jokic,C,DEN,"Health Protocols, Wrist, Hamstring, Calf",13,"2511/16-11/21, 1/13-1/14, 1/20-1/23, 1/25-1/27, 2/5-2/6, 3/30-4/3, 4/6-4/7, 4/9-4/9","$4,666,500"
59,LaMelo Ball,PG,CHA,"Ankle, Wrist",46,"9410/19-11/11, 11/18-12/13, 1/21-1/25, 3/1-4/9","$4,658,922"
60,Rudy Gobert,C,MIN,"Health Protocols, Ankle, Illness, Groin",12,"2111/5-11/8, 12/16-12/20, 12/30-12/30, 1/18-1/22, 2/1-2/2, 2/8-2/9, 2/26-2/27","$4,607,022"
61,Gary Harris,SG,ORL,"Knee, Injury Management, Hamstring, Adductor",32,"6110/19-11/17, 11/19-11/19, 12/2-12/22, 2/9-2/10, 3/5-3/8, 4/6-4/7, 4/9-4/9","$4,557,493"
62,Donovan Mitchell,SG,CLE,"Ankle, Leg, Rest, Groin, Injury Management, Finger",15,"2611/4-11/5, 11/13-11/15, 12/9-12/11, 1/6-1/6, 1/7-1/7, 1/18-1/23, 1/26-1/28, 2/8-2/9, 3/14-3/14, 4/6-4/9","$4,535,336"
63,Norman Powell,SG,LAC,"Groin, Injury Management, Arm, Shoulder",22,"4711/30-12/20, 2/16-2/16, 3/3-3/4, 3/5-3/28","$4,526,758"
64,Anfernee Simons,SG,POR,"Foot, Ankle",19,"3511/4-11/6, 2/23-2/28, 3/3-3/9, 3/22-4/9","$4,489,940"
65,D'Angelo Russell,PG,MIN,"Knee, Illness, Ankle, Hip, Foot",12,"2412/14-12/17, 1/2-1/3, 2/26-3/9, 3/24-3/28, 4/4-4/4","$4,327,968"
66,Terry Rozier,PG,CHA,"Ankle, Hip, Hand, Foot",18,"3510/23-11/4, 12/19-12/22, 2/15-2/15, 3/24-4/9","$4,321,975"
67,Jalen Brunson,PG,NYK,"Hip, Illness, Foot, Hand, Injury Management",14,"2712/27-1/1, 2/2-2/3, 3/5-3/8, 3/11-3/17, 3/23-3/28, 4/5-4/5, 4/7-4/7, 4/9-4/9","$4,303,449"
68,Markelle Fultz,PG,ORL,"Toe, Knee",22,"4310/19-11/29, 4/6-4/6","$4,077,604"
69,Marcus Smart,PG,BOS,"Ankle, Hip, Illness, Knee, Neck",21,"4211/16-11/20, 12/4-12/4, 12/21-12/22, 1/9-1/11, 1/23-2/14, 3/18-3/20, 4/5-4/9","$4,008,606"
70,Kyrie Irving,PG,BKN,"Adductor, Calf, Back, Foot, Injury Management",11,"1912/10-12/11, 12/21-12/22, 1/17-1/18, 2/4-2/6, 2/15-2/15, 3/11-3/16, 3/22-3/23, 4/7-4/7, 4/9-4/9","$3,985,991"
71,Jerami Grant,PF,POR,"Ankle, Back, Concussion, Rest, Quad",18,"3311/9-11/9, 12/17-12/18, 2/14-2/15, 2/23-2/23, 3/14-4/9","$3,974,223"
72,Shai Gilgeous-Alexander,PG,OKC,"Hip, Back, Illness, Ankle, Health Protocols, Injury Management",13,"2210/23-10/24, 11/30-12/2, 12/17-12/18, 1/3-1/3, 2/24-2/28, 3/1-3/4, 3/8-3/8, 3/12-3/12, 3/28-3/30","$3,908,630"
73,Trae Young,PG,ATL,"Shin, Shoulder, Back, Calf, Illness, Ankle, Groin",9,"1811/7-11/8, 12/2-12/4, 12/12-12/13, 12/28-12/29, 1/11-1/12, 1/30-1/31, 2/4-2/6, 4/4-4/4, 4/9-4/9","$3,837,564"
74,Jaylen Brown,SF,BOS,"Knee, Adductor, Illness, Face, Personal, Back, Finger",14,"2511/12-11/13, 1/12-1/18, 1/24-1/25, 2/6-2/7, 2/10-2/15, 2/27-2/28, 4/4-4/4, 4/7-4/9","$3,831,850"
75,Wendell Carter Jr.,C,ORL,"Foot, Hip, Knee",24,"4711/16-11/17, 11/19-12/22, 2/3-2/4, 3/5-3/10, 4/6-4/8","$3,822,134"
76,Jae’Sean Tate,SF,HOU,"Ankle, Injury Management, Knee",50,"9210/19-10/25, 11/2-1/4, 1/26-1/26, 1/28-1/28, 2/4-2/4, 2/28-2/28, 3/4-3/4, 3/20-3/20, 3/22-3/22, 3/24-3/24, 3/26-3/26, 3/27-3/27, 3/29-3/29, 3/31-4/9","$3,735,660"
77,Victor Oladipo,SG,MIA,"Knee, Injury Management, Ankle",33,"7310/19-12/5, 12/15-12/16, 12/30-12/30, 2/2-2/23","$3,670,951"
78,Aaron Gordon,PF,DEN,"Illness, Shoulder, Ankle, Ribs",14,"3111/16-11/21, 12/27-12/29, 2/2-2/3, 2/5-2/6, 2/11-2/25, 4/6-4/7, 4/9-4/9","$3,508,146"
79,De'Aaron Fox,PG,SAC,"Knee, Foot, Personal, Wrist, Hamstring, Ankle",9,"2011/2-11/4, 12/9-12/12, 2/3-2/5, 2/28-3/2, 3/6-3/8, 3/25-3/26, 4/7-4/8","$3,488,720"
80,Luke Kennard,SG,LAC,"Chest, Calf, Injury Management, Illness, Ankle",23,"4411/6-11/6, 11/17-12/4, 12/7-12/7, 12/15-12/16, 1/8-1/25, 2/23-2/24, 4/5-4/6","$3,475,868"
81,Jarrett Allen,C,CLE,"Ankle, Back, Eye, Groin",14,"3011/13-11/17, 11/27-12/5, 3/12-3/20, 3/28-4/1, 4/6-4/8","$3,448,290"
82,Malcolm Brogdon,PG,BOS,"Hamstring, Illness, Personal, Achilles, Ankle, Back",15,"2611/11-11/17, 12/5-12/6, 12/29-12/31, 1/23-1/25, 2/12-2/13, 3/3-3/5, 3/17-3/17, 3/24-3/25, 4/7-4/9","$3,377,010"
83,Gary Trent Jr.,SG,TOR,"Hip, Quad, Calf, Elbow",16,"3411/14-11/22, 12/16-12/22, 2/12-2/15, 3/22-4/4","$3,376,540"
84,Alec Burks,SG,DET,Foot,30,"5810/19-11/10, 3/4-3/5, 3/7-4/9","$3,337,610"
85,Russell Westbrook,PG,LAL,"Hamstring, Foot, Personal",4,"1210/26-10/27, 12/19-12/22, 2/15-2/20","$3,245,760"
86,Clint Capela,C,ATL,"Mouth, Achilles, Calf",16,"3111/27-11/27, 12/12-12/13, 12/16-12/22, 12/27-1/15, 4/9-4/9","$3,243,747"
87,Kevin Love,C,CLE,"Thumb, Back, Knee, Ribs",13,"2311/20-11/20, 11/23-12/1, 12/9-12/11, 1/26-1/31, 3/6-3/7, 4/7-4/8","$3,232,010"
88,Jordan Clarkson,SG,UTA,"Hip, Illness, Thumb, Hand",21,"4212/10-12/12, 2/10-2/10, 2/28-3/4, 3/7-4/9","$3,220,014"
89,OG Anunoby,SF,TOR,"Hip, Ankle, Wrist",15,"3112/11-12/18, 1/22-1/24, 1/28-2/15, 4/9-4/9","$3,092,374"
90,Ricky Rubio,PG,CLE,"Knee, Injury Management, Illness",48,"9110/19-1/11, 1/20-1/20, 1/27-1/27, 1/29-1/29, 2/6-2/6, 2/15-2/15, 2/23-2/23","$3,061,422"
91,Marcus Morris Sr.,SF,LAC,"Personal, Illness, Knee, Ribs, Elbow, Back",17,"3210/25-10/29, 12/7-12/7, 1/15-1/16, 1/26-2/1, 3/2-3/4, 3/27-4/4, 4/5-4/9","$3,010,944"
92,John Collins,PF,ATL,"Ankle, Hip, Concussion, Back",11,"2212/2-12/18, 2/13-2/14, 2/24-2/25, 4/9-4/9","$2,971,254"
93,Khem Birch,C,TOR,"Knee, Illness",33,"7710/19-11/13, 12/21-12/26, 2/23-4/9","$2,950,563"
94,Dylan Windler,SF,CLE,"Ankle, Foot",62,"12410/19-2/11, 4/2-4/9","$2,877,172"
95,Tobias Harris,PF,PHI,"Hip, Back, Knee, Calf, Illness, Injury Management",8,"1311/18-11/21, 12/16-12/18, 1/14-1/14, 3/6-3/6, 3/31-4/1, 4/7-4/7, 4/9-4/9","$2,811,666"
96,Mike Conley,PG,UTA,"Rest, Leg",12,"2110/29-10/29, 11/21-12/8, 12/10-12/10, 1/13-1/13","$2,737,245"
97,Delon Wright,PG,WAS,"Hamstring, Illness, Knee",32,"6010/28-12/22, 4/4-4/6, 4/9-4/9","$2,691,360"
98,Justise Winslow,SF,POR,"Ankle, Illness",53,"11410/24-10/25, 11/12-11/14, 11/15-11/16, 12/23-4/9","$2,684,586"
99,Draymond Green,PF,GSW,"Injury Management, Back, Hip, Quad, Toe, Foot, Knee",8,"1811/4-11/6, 11/21-11/22, 12/7-12/9, 12/16-12/17, 1/20-1/21, 2/2-2/3, 2/24-2/27","$2,669,634"
100,Lauri Markkanen,PF,UTA,"Illness, Hip, Knee, Back, Hand",16,"2812/7-12/12, 1/14-1/17, 2/15-2/15, 3/5-3/6, 3/20-3/21, 3/24-3/26, 3/29-4/1, 4/4-4/9","$2,651,236"
101,Bam Adebayo,C,MIA,"Knee, Illness, Wrist, Hip, Quad",7,"1511/16-11/19, 12/15-12/16, 12/26-12/27, 1/10-1/11, 4/1-4/3, 4/7-4/8","$2,616,540"
102,Cameron Johnson,SF,PHX,"Knee, Injury Management",40,"7711/7-1/18, 1/21-1/21, 2/3-2/3, 3/9-3/9, 4/9-4/9","$2,605,603"
103,Andre Iguodala,SF,GSW,"Hip, Wrist",74,"15610/18-1/6, 1/15-3/4, 3/15-4/9","$2,605,200"
104,Fred VanVleet,PG,TOR,"Back, Illness, Ribs, Personal, Thumb",12,"2110/31-11/5, 11/12-11/15, 12/29-1/1, 1/21-1/21, 2/23-2/27, 4/9-4/9","$2,564,646"
105,Doug McDermott,SF,SAS,"Calf, Ankle, Knee, Back, Achilles, Thumb, Adductor, Injury Management",16,"3211/17-11/18, 11/25-11/25, 12/2-12/7, 12/27-12/28, 1/15-1/16, 2/11-2/14, 3/4-3/9, 3/17-3/20, 3/22-3/22, 4/6-4/9","$2,528,736"
106,DeMar DeRozan,SF,CHI,"Quad, Hip, Thigh, Rest",8,"161/11-1/18, 2/7-2/8, 2/15-2/17, 3/24-3/25, 4/7-4/7","$2,510,352"
107,Ja Morant,PG,MEM,"Illness, Ankle, Thigh, Wrist, Personal, Hip, Hand",20,"3610/29-10/30, 11/13-11/14, 11/20-11/21, 12/5-12/6, 12/12-12/14, 1/8-1/10, 1/23-1/24, 2/5-2/6, 3/5-3/19, 3/28-3/28, 4/5-4/6, 4/9-4/9","$2,507,472"
108,Kyle Kuzma,PF,WAS,"Ankle, Knee",17,"332/6-2/13, 3/5-3/6, 3/14-3/16, 3/21-4/9","$2,465,529"
109,Jayson Tatum,PF,BOS,"Ankle, Personal, Wrist, Illness, Knee, Hip",8,"1411/27-11/27, 12/18-12/20, 1/21-1/22, 2/14-2/14, 3/6-3/7, 3/26-3/27, 4/5-4/6, 4/9-4/9","$2,442,104"
110,Josh Richardson,SG,SAS,"Back, Ankle, Personal, Knee",14,"3410/30-11/1, 11/23-12/7, 12/17-12/21, 1/26-1/31, 3/3-3/7","$2,383,128"
111,Joe Ingles,SF,MIL,"Knee Acl, Injury Management",33,"6410/20-12/18, 1/12-1/12, 1/16-1/16, 2/9-2/9, 3/13-3/13","$2,383,104"
112,Tim Hardaway Jr.,SG,DAL,"Foot, Illness, Ankle, Hamstring, Calf",11,"2110/25-10/26, 12/19-12/20, 1/15-1/19, 2/13-2/15, 3/15-3/16, 3/22-3/25, 4/7-4/9","$2,365,797"
113,Romeo Langford,SG,SAS,"Toe, Health Protocols, Ankle, Adductor, Injury Management",32,"7211/4-11/8, 11/14-11/22, 12/14-12/18, 1/25-3/3, 3/5-3/10, 3/14-3/14, 3/17-3/18, 3/24-3/25, 3/31-4/1, 4/4-4/5","$2,331,432"
114,Jalen Suggs,SG,ORL,"Ankle, Concussion",28,"5710/22-10/31, 11/27-1/4, 3/18-3/25","$2,267,631"
115,Taurean Prince,PF,MIN,"Shoulder, Ankle, Personal, Illness",28,"5511/25-1/3, 1/23-1/29, 2/24-2/27, 3/27-3/30","$2,244,275"
116,Cameron Payne,PG,PHX,"Foot, Back",33,"6511/4-11/6, 12/15-1/1, 1/6-2/17, 4/9-4/9","$2,241,395"
117,Dorian Finney-Smith,PF,DAL,"Adductor, Wrist, Injury Management",16,"3112/21-1/17, 4/5-4/6, 4/9-4/9","$2,209,556"
118,Kelly Olynyk,PF,UTA,"Ankle, Illness, Rest",14,"3012/19-12/27, 1/10-1/27, 3/29-3/30, 4/8-4/8","$2,207,730"
119,Mohamed Bamba,C,ORL,"Back, Ankle",19,"3711/30-12/6, 3/7-4/6","$2,190,215"
120,Devin Vassell,SG,SAS,"Knee, Ankle, Injury Management",44,"8410/26-11/3, 11/19-11/19, 12/8-12/9, 12/29-1/1, 1/4-3/1, 3/4-3/4, 3/15-3/15, 3/21-3/21, 3/24-3/24, 3/29-3/29, 3/31-3/31, 4/2-4/2, 4/4-4/4, 4/6-4/6, 4/8-4/8, 4/9-4/9","$2,142,000"
121,Christian Wood,C,DAL,"Knee, Illness, Ankle, Thumb, Foot, Rest",14,"2611/9-11/11, 12/3-12/4, 1/14-1/14, 1/20-2/5, 3/13-3/14, 4/7-4/7","$2,139,384"
122,Monte Morris,PG,WAS,"Ankle, Groin, Hamstring, Back",20,"4011/20-11/26, 12/10-12/13, 1/13-1/15, 1/25-1/27, 2/8-2/10, 2/26-3/7, 3/26-3/27, 4/2-4/9","$2,097,720"
123,C.J. McCollum,SG,NOP,"Illness, Health Protocols, Rest, Thumb, Ankle",5,"1011/25-11/27, 11/28-11/29, 1/7-1/7, 1/29-1/30, 2/13-2/14","$1,915,710"
124,Eric Gordon,SG,HOU,"Injury Management, Thumb, Knee, Rest, Hip",10,"1710/22-10/22, 10/30-10/30, 10/31-10/31, 12/3-12/4, 12/23-12/25, 12/27-12/27, 1/26-1/27, 2/4-2/4, 2/6-2/6, 4/1-4/4","$1,911,854"
125,Larry Nance Jr.,PF,NOP,"Knee, Shoulder, Achilles, Neck, Groin, Leg",17,"3311/9-11/9, 11/28-11/29, 12/19-12/25, 12/30-1/5, 1/7-1/8, 2/15-2/15, 2/27-3/11","$1,834,470"
126,Ziaire Williams,SF,MEM,"Knee, Foot",35,"6910/19-12/6, 12/31-1/3, 3/24-4/8","$1,820,841"
127,Aleksej Pokusevski,PF,OKC,"Shoulder, Ankle, Leg, Knee",43,"9411/5-11/8, 11/21-11/22, 12/29-3/21, 4/4-4/9","$1,761,936"
128,Seth Curry,SG,BKN,"Ankle, Injury Management, Illness, Knee, Adductor, Personal",20,"3610/19-10/28, 10/31-11/3, 11/4-11/4, 11/13-11/13, 12/10-12/11, 12/26-12/27, 1/26-1/27, 2/6-2/14, 3/25-3/28, 4/9-4/9","$1,757,916"
129,Derrick Rose,PG,NYK,"Toe, Knee, Illness",8,"2111/21-11/26, 1/2-1/6, 3/27-4/5","$1,752,492"
130,Joe Harris,SG,BKN,"Ankle, Knee",7,"1610/19-10/20, 10/27-10/28, 12/10-12/11, 12/23-1/1","$1,714,288"
131,De'Andre Hunter,SF,ATL,"Illness, Hip, Ankle, Knee",15,"3011/21-11/22, 12/2-12/10, 12/27-1/1, 1/23-1/27, 3/25-3/25, 3/31-4/6","$1,695,840"
132,Rudy Gay,PF,UTA,"Health Protocols, Finger, Back, Illness",26,"4710/28-11/1, 11/15-12/6, 1/14-1/15, 2/15-2/15, 3/24-4/9","$1,670,521"
133,Caris LeVert,SG,CLE,"Ankle, Hamstring, Knee",8,"1511/21-11/27, 2/2-2/5, 4/6-4/9","$1,620,375"
134,Zach Collins,C,SAS,"Heel, Ankle, Injury Management, Rest, Biceps, Finger",19,"3811/5-11/24, 12/14-12/16, 3/5-3/9, 3/15-3/15, 3/21-3/21, 3/24-3/25, 3/31-4/1, 4/4-4/5, 4/8-4/9","$1,605,158"
135,Luguentz Dort,SG,OKC,"Knee, Hamstring, Rest",8,"1812/7-12/9, 1/27-2/9, 4/9-4/9","$1,580,454"
136,Pat Connaughton,SG,MIL,"Calf, Ankle",20,"4710/20-11/20, 2/16-2/25, 4/5-4/9","$1,547,334"
137,Nerlens Noel,C,DET,"Foot, Knee, Personal",9,"2910/19-10/22, 11/29-12/1, 1/19-1/22, 2/10-2/27","$1,539,987"
