PLAYER,TEAM,GP,W,L,MIN,Dist. Feet,Dist. Miles,Dist. Miles Off,Dist. Miles Def,Avg Speed,Avg Speed Off,Avg Speed Def
Courtney Lee,CHA,79,49,30,29.6,10960,2.08,1.11,0.97,4.22,4.38,4.05
Danny Green,SAS,79,65,14,26.1,10519.3,1.99,1.09,0.9,4.6,4.88,4.29
Greg Monroe,MIL,79,32,47,29.3,10137.7,1.92,0.96,0.96,3.94,3.99,3.91
Jamal Crawford,LAC,79,51,28,26.9,9335.6,1.77,0.95,0.82,3.97,4.21,3.72
Jeff Teague,ATL,79,47,32,28.5,10038.6,1.9,1.02,0.88,4.01,4.43,3.61
Jordan Clarkson,LAL,79,17,62,32.3,12474.5,2.36,1.29,1.08,4.39,4.59,4.18
Khris Middleton,MIL,79,33,46,36.1,13137.2,2.49,1.3,1.19,4.14,4.42,3.87
Lavoy Allen,IND,79,43,36,20.2,7337.4,1.39,0.73,0.66,4.13,4.38,3.88
Mirza Teletovic,PHX,79,23,56,21.3,7876.9,1.49,0.83,0.67,4.21,4.67,3.74
Reggie Jackson,DET,79,43,36,30.7,11199.1,2.12,1.14,0.98,4.16,4.48,3.84
Rodney Hood,UTA,79,39,40,32.2,11824.3,2.24,1.27,0.97,4.19,4.49,3.84
Stephen Curry,GSW,79,71,8,34.2,12965.4,2.46,1.33,1.13,4.32,5.07,3.68
Trevor Booker,UTA,79,39,40,20.7,7877.4,1.49,0.83,0.66,4.34,4.59,4.06
Alex Len,PHX,78,23,55,23.3,8376.4,1.59,0.85,0.74,4.08,4.33,3.82
Amir Johnson,BOS,78,44,34,22.8,8167.7,1.55,0.77,0.77,4.09,4.37,3.84
David West,SAS,78,63,15,18,6050.3,1.15,0.61,0.53,3.83,4.03,3.63
Dion Waiters,OKC,78,53,25,27.6,9614.5,1.82,0.96,0.86,3.97,4.2,3.74
Evan Fournier,ORL,78,33,45,32.5,12797.1,2.42,1.32,1.1,4.49,4.97,4.02
JaMychal Green,MEM,78,39,39,18.5,6940.6,1.31,0.69,0.63,4.26,4.46,4.06
Jeremy Lin,CHA,78,47,31,26.3,9950.5,1.88,1.04,0.85,4.31,4.67,3.94
Justise Winslow,MIA,78,46,32,28.6,10611,2.01,1.07,0.94,4.23,4.4,4.06
Kyle Anderson,SAS,78,64,14,16,6026.8,1.14,0.64,0.5,4.3,4.65,3.92
Mario Hezonja,ORL,78,33,45,17.9,7206.8,1.36,0.73,0.63,4.58,4.99,4.18
Maurice Harkless,POR,78,40,38,18.7,7260.6,1.38,0.74,0.64,4.43,4.69,4.16
Noah Vonleh,POR,78,41,37,15.1,5750.7,1.09,0.59,0.5,4.35,4.66,4.03
Patrick Patterson,TOR,78,53,25,25.4,8891.6,1.68,0.91,0.77,3.98,4.16,3.78
Serge Ibaka,OKC,78,54,24,32,11154.5,2.11,1.1,1.01,3.96,4.27,3.67
Shane Larkin,BKN,78,20,58,22.4,8547.6,1.62,0.88,0.74,4.34,4.65,4.03
Shaun Livingston,GSW,78,69,9,19.5,7519.9,1.42,0.78,0.65,4.39,4.98,3.85
Wesley Matthews,DAL,78,40,38,33.9,12616.4,2.39,1.3,1.09,4.23,4.53,3.92
Aaron Gordon,ORL,77,32,45,24.1,9660.3,1.83,1,0.83,4.56,5.08,4.06
Clint Capela,HOU,77,39,38,19.1,7264.7,1.38,0.71,0.67,4.33,4.64,4.06
DeAndre Jordan,LAC,77,51,26,33.7,11440.8,2.17,1.12,1.05,3.86,4.05,3.68
DeMar DeRozan,TOR,77,52,25,35.9,13055.6,2.47,1.42,1.06,4.14,4.48,3.76
Hollis Thompson,PHI,77,10,67,28,10740.7,2.03,1.09,0.95,4.37,4.59,4.14
Isaiah Canaan,PHI,77,10,67,25.5,9351.3,1.77,0.96,0.81,4.17,4.37,3.96
Ish Smith,PHI,77,16,61,29.1,11840.3,2.24,1.24,1,4.64,5.19,4.11
JR Smith,CLE,77,53,24,30.7,10958.4,2.08,1.1,0.97,4.07,4.22,3.92
Jerami Grant,PHI,77,9,68,26.8,10445.3,1.98,1.06,0.92,4.43,4.71,4.15
John Wall,WAS,77,37,40,36.2,12718.5,2.41,1.27,1.14,4,4.43,3.61
Jonas Jerebko,BOS,77,46,31,15.1,5799,1.1,0.58,0.52,4.39,4.78,4.02
Kevin Love,CLE,77,53,24,31.5,11066.4,2.1,1.11,0.99,4.01,4.15,3.86
Kosta Koufos,SAC,77,32,45,19,7213.7,1.37,0.73,0.64,4.33,4.65,4.01
Tayshaun Prince,MIN,77,27,50,19,6758.5,1.28,0.66,0.62,4.06,4.19,3.93
Boris Diaw,SAS,76,64,12,18.2,6820,1.29,0.72,0.58,4.26,4.61,3.89
Devin Booker,PHX,76,20,56,27.7,10383.8,1.97,1.05,0.92,4.26,4.51,4
Gary Harris,DEN,76,31,45,32.1,11979.7,2.27,1.21,1.06,4.25,4.53,3.98
Jabari Parker,MIL,76,32,44,31.7,12412.4,2.35,1.23,1.12,4.45,4.77,4.15
Jerian Grant,NYK,76,29,47,16.6,6360.3,1.2,0.65,0.55,4.35,4.63,4.07
Kentavious Caldwell-Pope,DET,76,41,35,36.7,13518.4,2.56,1.36,1.2,4.2,4.43,3.96
Kyle Lowry,TOR,76,53,23,36.9,13025.9,2.47,1.39,1.08,4.02,4.31,3.7
LeBron James,CLE,76,56,20,35.6,12194.7,2.31,1.23,1.08,3.9,4.07,3.72
Matt Barnes,MEM,76,38,38,28.8,10876.3,2.06,1.14,0.92,4.3,4.67,3.91
Matthew Dellavedova,CLE,76,54,22,24.6,9160,1.73,0.95,0.79,4.25,4.6,3.9
Ricky Rubio,MIN,76,28,48,30.6,11536.8,2.19,1.17,1.02,4.3,4.64,3.97
Timofey Mozgov,CLE,76,52,24,17.4,6785.4,1.29,0.69,0.59,4.44,4.74,4.12
Wayne Ellington,BKN,76,18,58,21.3,8184,1.55,0.84,0.71,4.39,4.66,4.11
Zaza Pachulia,DAL,76,40,36,26.4,9310.8,1.76,0.92,0.85,4.02,4.09,3.95
Avery Bradley,BOS,75,44,31,33.4,12623.5,2.39,1.2,1.2,4.3,4.56,4.07
Damian Lillard,POR,75,40,35,35.7,13149.5,2.49,1.4,1.09,4.19,4.65,3.72
Dirk Nowitzki,DAL,75,38,37,31.5,10312,1.95,1.05,0.91,3.74,3.91,3.55
JJ Redick,LAC,75,50,25,28,11019.8,2.09,1.12,0.97,4.49,4.88,4.11
Jason Smith,ORL,75,33,42,15.3,5755.3,1.09,0.58,0.51,4.31,4.59,4.01
Kent Bazemore,ATL,75,44,31,27.8,10856.6,2.06,1.05,1.01,4.46,4.73,4.22
Luc Mbah a Moute,LAC,75,49,26,17,6376.6,1.21,0.62,0.59,4.26,4.44,4.08
Luis Scola,TOR,75,49,26,21.6,8208.6,1.55,0.86,0.69,4.33,4.5,4.15
Marcin Gortat,WAS,75,35,40,30.1,11182,2.12,1.09,1.03,4.23,4.6,3.89
Mike Scott,ATL,75,46,29,15.3,5933.7,1.12,0.59,0.54,4.43,4.84,4.05
Otto Porter Jr.,WAS,75,36,39,30.4,11966.3,2.27,1.17,1.1,4.49,4.89,4.12
Thabo Sefolosha,ATL,75,42,33,23.4,8821.2,1.67,0.85,0.82,4.29,4.55,4.05
Tobias Harris,DET,75,37,38,32.9,12558.1,2.38,1.29,1.09,4.34,4.72,3.97
Chris Paul,LAC,74,50,24,32.7,11378.3,2.15,1.14,1.01,3.96,4.27,3.67
Dwyane Wade,MIA,74,43,31,30.5,10858.4,2.06,1.14,0.92,4.06,4.34,3.75
Ersan Ilyasova,ORL,74,35,39,25.4,9332.1,1.77,0.96,0.81,4.18,4.55,3.82
George Hill,IND,74,41,33,34.1,12608.3,2.39,1.28,1.11,4.21,4.54,3.88
J.J. Barea,DAL,74,38,36,22.5,8523.5,1.61,0.9,0.72,4.32,4.73,3.9
LaMarcus Aldridge,SAS,74,61,13,30.6,10963.2,2.08,1.12,0.96,4.08,4.25,3.9
Luol Deng,MIA,74,45,29,32.4,12228.2,2.32,1.28,1.04,4.31,4.6,4
Richard Jefferson,CLE,74,51,23,17.9,6280.9,1.19,0.61,0.57,3.99,4.02,3.96
Alonzo Gee,NOP,73,27,46,22.4,8951.8,1.7,0.86,0.83,4.56,4.81,4.33
Brook Lopez,BKN,73,21,52,33.6,11790,2.23,1.16,1.07,3.99,4.12,3.86
Cody Zeller,CHA,73,42,31,24.3,9575.5,1.81,1,0.82,4.49,4.95,4.04
Darren Collison,SAC,73,29,44,30,11183,2.12,1.1,1.02,4.24,4.48,4
Hassan Whiteside,MIA,73,42,31,29.1,10008.1,1.9,1.01,0.88,3.92,4.05,3.78
JaKarr Sampson,DEN,73,18,55,15.9,6157,1.17,0.61,0.56,4.42,4.68,4.17
Jordan Hill,IND,73,40,33,20.7,7343.9,1.39,0.73,0.66,4.03,4.17,3.9
Nik Stauskas,PHI,73,8,65,24.8,9769.8,1.85,1,0.85,4.48,4.76,4.19
Stanley Johnson,DET,73,37,36,23.1,8982.1,1.7,0.91,0.79,4.43,4.71,4.14
Taj Gibson,CHI,73,37,36,26.5,9619.3,1.82,0.96,0.86,4.13,4.39,3.88
Thaddeus Young,BKN,73,21,52,33,12423.8,2.35,1.26,1.09,4.29,4.55,4.02
Anthony Tolliver,DET,72,36,36,18.6,6828.7,1.29,0.72,0.58,4.18,4.55,3.79
Brandon Rush,GSW,72,63,9,14.7,5804.9,1.1,0.58,0.52,4.51,4.98,4.09
Carmelo Anthony,NYK,72,32,40,35.1,11874.3,2.25,1.22,1.03,3.85,4.06,3.63
Elfrid Payton,ORL,72,32,40,29.5,11914.4,2.26,1.17,1.08,4.6,4.88,4.33
Gerald Henderson,POR,72,39,33,19.9,7572.8,1.43,0.79,0.65,4.35,4.66,4.03
Goran Dragic,MIA,72,44,28,32.8,12795.8,2.42,1.37,1.05,4.44,4.88,3.98
Jae Crowder,BOS,72,42,30,31.6,11582,2.19,1.12,1.07,4.17,4.52,3.85
Jason Terry,HOU,72,37,35,17.5,6641,1.26,0.65,0.61,4.33,4.68,4
Jose Calderon,NYK,72,29,43,28.1,10509,1.99,1.13,0.86,4.26,4.67,3.82
Kawhi Leonard,SAS,72,60,12,33,12921.4,2.45,1.35,1.09,4.45,4.77,4.11
Kevin Durant,OKC,72,52,20,35.8,12017,2.28,1.21,1.07,3.82,4.19,3.47
Kristaps Porziņģis,NYK,72,28,44,28.4,10245.3,1.94,1.05,0.89,4.11,4.35,3.86
Marreese Speights,GSW,72,64,8,11.6,3949.2,0.75,0.39,0.36,3.89,4.11,3.67
Pau Gasol,CHI,72,36,36,31.8,10917.6,2.07,1.11,0.95,3.91,4.19,3.62
Terrence Ross,TOR,72,52,20,24,9126.6,1.73,0.94,0.78,4.33,4.55,4.08
Tony Parker,SAS,72,59,13,27.5,11071,2.1,1.21,0.88,4.59,5.08,4.05
Arron Afflalo,NYK,71,27,44,33.4,12338.5,2.34,1.3,1.04,4.21,4.55,3.86
Dwight Howard,HOU,71,34,37,32.1,10905.3,2.07,1.06,1,3.87,4.13,3.63
Ian Mahinmi,IND,71,41,30,25.6,9184.1,1.74,0.9,0.84,4.09,4.32,3.87
Patrick Beverley,HOU,71,35,36,28.7,11439.1,2.17,1.14,1.03,4.54,4.96,4.15
Rajon Rondo,SAC,71,29,42,35.4,12754.6,2.42,1.26,1.15,4.1,4.4,3.82
Thomas Robinson,BKN,71,16,55,12.9,4835.3,0.92,0.49,0.42,4.26,4.48,4.04
Victor Oladipo,ORL,71,32,39,32.9,13015.7,2.47,1.32,1.15,4.51,4.87,4.16
Andre Roberson,OKC,70,48,22,22.2,8932,1.69,0.85,0.84,4.58,4.83,4.36
Andrew Bogut,GSW,70,62,8,20.7,6972.5,1.32,0.67,0.65,3.83,4.2,3.5
Chris Johnson,UTA,70,38,32,12.2,4841.7,0.92,0.49,0.43,4.52,4.69,4.33
Darrell Arthur,DEN,70,26,44,21.7,7700.9,1.46,0.78,0.68,4.05,4.35,3.76
Nicolas Batum,CHA,70,41,29,35,13377,2.53,1.39,1.14,4.36,4.73,3.98
Rashad Vaughn,MIL,70,30,40,14.3,5530.9,1.05,0.54,0.51,4.4,4.52,4.29
Aaron Brooks,CHI,69,36,33,16.1,5779.6,1.09,0.58,0.51,4.1,4.39,3.83
Channing Frye,CLE,69,35,34,17.1,5996.2,1.14,0.62,0.52,4,4.38,3.63
Dwight Powell,DAL,69,35,34,14.4,5684.5,1.08,0.59,0.49,4.51,4.85,4.15
Gerald Green,MIA,69,40,29,22.6,8397.8,1.59,0.84,0.75,4.24,4.41,4.06
Lance Stephenson,MEM,69,36,33,19.9,7002.8,1.33,0.7,0.63,4.01,4.19,3.82
Omri Casspi,SAC,69,27,42,27.3,10282.5,1.95,1.04,0.9,4.31,4.79,3.86
Rudy Gay,SAC,69,29,40,34,12567.9,2.38,1.24,1.14,4.21,4.49,3.94
Anthony Morrow,OKC,68,46,22,13.6,4983.6,0.94,0.51,0.43,4.17,4.54,3.8
Emmanuel Mudiay,DEN,68,29,39,30.4,11824,2.24,1.26,0.98,4.43,4.98,3.87
Kelly Olynyk,BOS,68,39,29,20.1,7593.4,1.44,0.78,0.66,4.29,4.81,3.81
Kyle Singler,OKC,68,43,25,14.4,5685.9,1.08,0.58,0.49,4.51,4.79,4.21
Leandro Barbosa,GSW,68,60,8,15.9,6083.4,1.15,0.62,0.53,4.36,4.88,3.88
Omer Asik,NOP,68,29,39,17.3,6137.2,1.16,0.62,0.54,4.04,4.35,3.73
Paul Pierce,LAC,68,44,24,18.1,5933,1.12,0.59,0.53,3.74,3.93,3.54
Zach Randolph,MEM,68,37,31,29.6,10071.9,1.91,1.01,0.9,3.87,3.93,3.8
Austin Rivers,LAC,67,42,25,21.9,8269.9,1.57,0.82,0.75,4.32,4.51,4.13
Ben McLemore,SAC,67,28,39,21.2,8689.9,1.65,0.85,0.79,4.68,5.07,4.32
Jimmy Butler III,CHI,67,37,30,36.9,14054.2,2.66,1.43,1.24,4.33,4.63,4.03
Jon Leuer,PHX,67,22,45,18.7,7305.8,1.38,0.73,0.65,4.44,4.83,4.07
Kenneth Faried,DEN,67,26,41,25.3,9226.2,1.75,0.93,0.82,4.16,4.39,3.92
Lou Williams,LAL,67,14,53,28.5,9793.6,1.85,1.01,0.84,3.92,4.19,3.64
Marco Belinelli,SAC,67,27,40,24.6,9373.8,1.78,0.99,0.79,4.33,4.86,3.82
Nerlens Noel,PHI,67,10,57,29.3,10804.7,2.05,1.1,0.95,4.2,4.43,3.95
Robert Covington,PHI,67,10,57,28.4,10629.7,2.01,1.08,0.93,4.26,4.53,3.98
Brandon Bass,LAL,66,16,50,20.3,7491.1,1.42,0.77,0.65,4.19,4.46,3.92
Chase Budinger,PHX,66,29,37,14.1,5370.8,1.02,0.55,0.47,4.34,4.72,3.98
Derrick Rose,CHI,66,32,34,31.8,11948,2.26,1.22,1.05,4.28,4.65,3.93
Harrison Barnes,GSW,66,59,7,30.9,12057.3,2.28,1.2,1.09,4.44,4.91,4.02
Ian Clark,GSW,66,59,7,8.8,3464.6,0.66,0.36,0.29,4.5,4.92,4.07
Jeremy Lamb,CHA,66,40,26,18.6,7206.1,1.36,0.75,0.62,4.42,4.75,4.07
Johnny O'Bryant III,MIL,66,27,39,13,4959.1,0.94,0.49,0.45,4.37,4.62,4.13
Kobe Bryant,LAL,66,13,53,28.2,9968.6,1.89,1.03,0.86,4.02,4.2,3.83
Nikola Mirotic,CHI,66,37,29,24.9,9177.3,1.74,0.92,0.82,4.19,4.5,3.89
PJ Hairston,MEM,66,31,35,19.9,7439.3,1.41,0.76,0.65,4.27,4.52,4
Ryan Anderson,NOP,66,24,42,30.4,10840.7,2.05,1.09,0.96,4.06,4.48,3.67
Ty Lawson,IND,66,31,35,21.4,8054.8,1.53,0.79,0.74,4.29,4.53,4.07
Tyson Chandler,PHX,66,18,48,24.5,8437.5,1.6,0.84,0.76,3.92,4.06,3.78
Andre Iguodala,GSW,65,59,6,26.6,9730.8,1.84,0.96,0.88,4.16,4.59,3.78
Deron Williams,DAL,65,31,34,32.4,12185,2.31,1.3,1.01,4.28,4.75,3.8
Jrue Holiday,NOP,65,27,38,28.2,10981.9,2.08,1.12,0.96,4.44,5.08,3.87
Kyle O'Quinn,NYK,65,26,39,11.8,4126,0.78,0.43,0.35,4,4.25,3.74
Willie Cauley-Stein,SAC,65,26,39,21.4,8553.9,1.62,0.85,0.77,4.54,4.88,4.22
CJ Miles,IND,64,34,30,22.9,8099.2,1.53,0.82,0.71,4.04,4.33,3.74
DeMarcus Cousins,SAC,64,29,35,34.7,11147.4,2.11,1.08,1.03,3.66,3.86,3.47
Devin Harris,DAL,64,35,29,20,7283.8,1.38,0.75,0.63,4.16,4.44,3.86
Markieff Morris,WAS,64,22,42,25.4,8665.7,1.64,0.87,0.77,3.87,4.17,3.6
Nikola Vučević,ORL,64,28,36,31.2,10988.5,2.08,1.1,0.98,4.01,4.21,3.8
Tony Allen,MEM,64,34,30,25.3,9253.8,1.75,0.91,0.84,4.17,4.22,4.1
Tony Snell,CHI,64,33,31,20.3,7582.9,1.44,0.76,0.68,4.24,4.57,3.92
Trey Burke,UTA,64,31,33,21.3,8170.3,1.55,0.87,0.68,4.35,4.67,4.01
Kelly Oubre Jr.,WAS,63,31,32,10.7,4115.6,0.78,0.41,0.37,4.4,4.74,4.1
Larry Nance Jr.,LAL,63,14,49,20.1,7942.6,1.5,0.82,0.68,4.5,4.8,4.19
Bobby Portis,CHI,62,29,33,17.8,6879.4,1.3,0.7,0.61,4.41,4.76,4.07
Charlie Villanueva,DAL,62,29,33,10.7,3993.4,0.76,0.41,0.35,4.25,4.59,3.9
D.J. Augustin,DEN,62,35,27,19,6847.7,1.3,0.71,0.58,4.11,4.44,3.76
Derrick Favors,UTA,62,30,32,32,11433.5,2.17,1.19,0.97,4.07,4.26,3.85
Markel Brown,BKN,62,12,50,15.8,5959.6,1.13,0.59,0.54,4.28,4.52,4.06
Ronnie Price,PHX,62,20,42,19.5,7714.6,1.46,0.76,0.7,4.5,4.74,4.25
Anthony Davis,NOP,61,24,37,35.5,12428.3,2.35,1.24,1.12,3.99,4.31,3.69
Chandler Parsons,DAL,61,29,32,29.5,11028.5,2.09,1.16,0.93,4.26,4.66,3.86
Donald Sloan,BKN,61,13,48,21.6,8426.3,1.6,0.87,0.72,4.44,4.84,4.05
Marcus Smart,BOS,61,36,25,27.3,10030.7,1.9,0.98,0.92,4.18,4.5,3.9
Marcus Thornton,WAS,61,32,29,18.2,6689.1,1.27,0.66,0.6,4.2,4.46,3.94
Mario Chalmers,MIA,61,38,23,22.5,8070.3,1.53,0.86,0.67,4.08,4.51,3.65
Meyers Leonard,POR,61,33,28,21.9,7466.1,1.41,0.77,0.65,3.9,4.16,3.62
Miles Plumlee,MIL,61,23,38,14.3,5497.4,1.04,0.53,0.51,4.39,4.59,4.19
Rudy Gobert,UTA,61,33,28,31.7,11714.5,2.22,1.22,1,4.21,4.45,3.94
Sasha Vujacic,NYK,61,22,39,14.9,5840.4,1.11,0.61,0.5,4.47,4.79,4.14
Tim Duncan,SAS,61,50,11,25.2,8489.8,1.61,0.86,0.75,3.84,3.96,3.71
Toney Douglas,NOP,61,22,39,20.7,8554.4,1.62,0.88,0.74,4.71,5.2,4.24
Cole Aldrich,LAC,60,41,19,13.3,4884.8,0.93,0.49,0.43,4.18,4.4,3.96
Mike Muscala,ATL,60,34,26,9.4,3723.9,0.71,0.38,0.33,4.51,4.96,4.08
Myles Turner,IND,60,32,28,22.8,8586.5,1.63,0.87,0.76,4.29,4.62,3.97
Nemanja Bjelica,MIN,60,20,40,17.9,6735.3,1.28,0.7,0.58,4.28,4.7,3.87
Vince Carter,MEM,60,33,27,16.8,5941.7,1.13,0.61,0.52,4.04,4.32,3.75
Alexis Ajinca,NOP,59,20,39,14.6,5220,0.99,0.52,0.47,4.08,4.42,3.76
E'Twaun Moore,CHI,59,29,30,21.4,8338.7,1.58,0.84,0.74,4.42,4.77,4.08
Joffrey Lauvergne,DEN,59,24,35,17.6,6473,1.23,0.66,0.57,4.18,4.45,3.91
Jonas Valančiūnas,TOR,59,39,20,25.9,9229.9,1.75,0.96,0.78,4.06,4.19,3.92
Lance Thomas,NYK,59,25,34,22.3,8568.5,1.62,0.88,0.75,4.38,4.63,4.13
Nick Collison,OKC,59,39,20,11.8,4366.5,0.83,0.44,0.38,4.2,4.5,3.9
Pablo Prigioni,LAC,59,37,22,13.9,5652.4,1.07,0.57,0.5,4.62,4.77,4.46
Solomon Hill,IND,59,31,28,14.7,5328.3,1.01,0.53,0.47,4.13,4.43,3.84
Tyler Zeller,BOS,59,37,22,11.8,4470.4,0.85,0.45,0.4,4.3,4.69,3.95
Dewayne Dedmon,ORL,58,21,37,12.2,4478.4,0.85,0.43,0.42,4.2,4.5,3.92
Manu Ginobili,SAS,58,47,11,19.6,7204.5,1.36,0.74,0.62,4.19,4.52,3.87
Quincy Acy,SAC,58,21,37,15,5680.5,1.08,0.56,0.52,4.32,4.55,4.09
Rodney Stuckey,IND,58,33,25,22,7648.8,1.45,0.76,0.69,3.96,4.19,3.73
Steve Blake,DET,58,34,24,17,6559.2,1.24,0.7,0.54,4.4,4.89,3.88
