Rank,Player,Pos,Team,Reason,GamesMissed,DaysMissed,Cash TotalPer Days Missed
127,C.J. Miles,SF,TOR,"Illness, Personal, Shoulder, Teeth, Knee",12,"2411/3-11/4, 11/24-11/28, 12/15-12/16, 12/20-12/25, 1/30-2/3, 3/21-3/24","$1,076,136"
128,Ricky Rubio,PG,UTA,"Achilles, Hip",4,"1311/17-11/17, 2/11-2/22","$1,048,450"
129,Kyle Lowry,PG,TOR,Tailbone,3,61/9-1/14,"$973,008"
130,Rodney McGruder,SG,MIA,Leg,58,12910/18-2/23,"$956,664"
131,Dorian Finney-Smith,PF,DAL,"Knee, Quad, Rest",55,"12610/30-11/6, 11/14-1/8, 1/9-3/9, 3/11-3/12, 3/27-3/27","$934,416"
132,Joel Embiid,C,PHI,"Back, Ankle, Face",12,"2712/10-12/11, 12/19-12/22, 2/14-2/21, 3/30-4/11","$930,555"
133,Jonathon Simmons,SF,ORL,"Back, Wrist",13,"261/6-1/8, 3/20-4/11","$925,418"
134,Ben McLemore,SF,MEM,"Toe, Knee, Personal",14,"3110/18-11/10, 1/26-1/30, 3/5-3/6","$910,749"
135,Markieff Morris,PF,WAS,"Hernia, Hip, Illness",9,"2010/18-10/31, 12/13-12/14, 2/10-2/13","$903,960"
136,DeAndre' Bembry,SF,ATL,"Wrist, Groin, Abdominal",50,"10110/20-11/17, 1/7-2/12, 2/26-3/31, 4/4-4/5","$894,254"
137,Michael Carter-Williams,PG,CHA,"Knee, Concussion, Shoulder",29,"5810/18-11/4, 11/15-11/17, 1/27-1/28, 3/6-4/10","$884,732"
138,Luol Deng,SF,LAL,Ankle,6,94/3-4/11,"$874,071"
139,Evan Turner,SF,POR,"Illness, Personal, Calf",3,"91/12-1/13, 1/26-1/29, 2/5-2/7","$871,074"
140,Courtney Lee,SG,NYK,"Personal, Foot",5,"133/6-3/10, 3/17-3/18, 3/28-4/2","$862,836"
141,Sheldon McClellan,SG,WAS,Achilles,54,11410/18-2/8,"$845,424"
142,Tony Allen,SG,NOP,Knee,27,"6411/11-11/19, 12/11-2/3","$841,984"
143,Jason Smith,PF,WAS,"Shoulder, Knee, Illness",11,"2810/20-10/24, 12/7-12/11, 2/14-3/1, 3/4-3/5","$826,560"
144,Frank Jackson,PG,NOP,Foot,82,17610/18-4/11,"$811,008"
145,Andre Drummond,C,DET,"Ribs, Achilles",3,"61/3-1/4, 1/6-1/7, 4/9-4/10","$805,950"
146,Russell Westbrook,PG,OKC,Ankle,2,52/8-2/12,"$805,950"
147,Serge Ibaka,C,TOR,Knee,3,"710/30-10/31, 11/17-11/18, 12/17-12/19","$793,401"
148,Jonas Valanciunas,C,TOR,Ankle,4,910/23-10/31,"$786,132"
149,Tony Snell,SG,MIL,"Knee, Thigh",6,"1412/9-12/18, 2/28-3/3","$776,832"
150,Marc Gasol,C,MEM,"Illness, Rest",3,"61/17-1/18, 3/3-3/4, 3/19-3/20","$767,538"
151,Devin Booker,SG,PHX,"Toe, Groin, Ribs, Hip, Arm, Hand",27,"5711/26-11/27, 12/7-12/25, 1/29-1/30, 2/6-2/13, 3/10-3/12, 3/17-4/9","$746,928"
152,Furkan Korkmaz,SG,PHI,Foot,40,9012/21-3/21,"$745,380"
153,Cole Aldrich,C,MIN,"Ankle, Illness",9,"1811/13-11/19, 3/26-4/5","$742,374"
154,Pau Gasol,C,SAS,"Groin, Wrist, Knee, Shoulder",4,"812/21-12/22, 1/23-1/23, 2/28-3/2, 3/8-3/9","$723,160"
155,Okaro White,PF,MIA,"Shoulder, Foot",47,"9510/18-10/24, 10/28-10/29, 11/15-2/8","$704,520"
156,Vince Carter,SG,SAC,"Illness, Kidney, Personal",8,"1511/9-11/12, 11/13-11/21, 3/17-3/18","$677,970"
157,Derrick Favors,C,UTA,"Eye, Ankle, Neck, Knee",5,"1012/16-12/19, 1/10-1/11, 3/5-3/6, 3/20-3/21","$677,970"
158,Paul George,SG,OKC,"Calf, Knee",3,"612/7-12/10, 12/29-12/30","$661,320"
159,Ian Mahinmi,C,WAS,"Knee, Concussion",3,"712/12-12/14, 4/6-4/9","$658,938"
160,Harrison Barnes,PF,DAL,Ankle,2,52/5-2/9,"$652,880"
161,Nemanja Bjelica,PF,MIN,Foot,14,2911/26-12/24,"$647,164"
162,Jaylen Brown,SF,BOS,"Personal, Eye, Achilles, Abdominal, Concussion",11,"2311/25-11/26, 12/6-12/7, 12/21-12/22, 12/27-12/30, 3/11-3/24","$644,069"
163,Justin Anderson,SG,PHI,"Shin, Ankle",33,"7211/18-1/4, 2/14-3/5, 3/28-3/31","$642,456"
164,Elfrid Payton,PG,ORL,"Hamstring, Rest, Knee",16,"3410/21-11/7, 11/11-11/12, 3/28-4/10","$640,118"
165,Raul Neto,PG,UTA,"Leg, Hamstring, Foot, Concussion, Ankle, Wrist",35,"7610/18-10/19, 10/20-10/20, 11/30-12/3, 12/5-12/6, 12/13-1/14, 2/24-3/1, 3/13-4/9","$631,788"
166,Tyler Johnson,SG,MIA,"Illness, Migraine, Shoulder, Ankle, Quad",10,"1911/8-11/9, 12/13-12/14, 1/9-1/9, 1/17-1/26, 3/1-3/4","$631,313"
167,Nene Hilario,C,HOU,"Achilles, Ankle, Foot, Shoulder, Eye, Undisclosed, Knee, Back, Rest",16,"3210/25-10/27, 11/12-11/13, 11/14-11/15, 11/27-11/28, 12/7-12/8, 12/29-12/30, 1/4-1/17, 3/30-4/2, 4/11-4/11","$628,704"
168,T.J. Warren,SF,PHX,"Illness, Back, Tailbone, Knee",17,"351/5-1/6, 1/14-1/18, 2/28-3/1, 3/8-3/12, 3/20-4/10","$623,455"
169,Rajon Rondo,PG,NOP,"Hernia, Wrist",15,"3310/17-11/12, 3/24-3/29","$615,252"
170,D.J. Augustin,PG,ORL,Hamstring,7,1511/3-11/17,"$614,400"
171,Malcom Delaney,SG,ATL,"Ankle, Knee",21,"4311/3-11/5, 2/23-2/27, 3/6-4/10","$607,332"
172,Rodney Hood,SF,UTA,"Calf, Ankle, Leg, Back, Achilles",21,"4510/21-10/24, 11/28-12/12, 1/20-2/2, 3/11-3/14, 3/17-3/22, 4/9-4/11","$606,825"
173,Jose Barea,PG,DAL,"Groin, Oblique, Ribs, Personal, Abdominal",12,"271/16-1/19, 1/27-2/2, 3/17-3/19, 3/27-4/2, 4/5-4/10","$595,512"
174,Marvin Williams,PF,CHA,Ankle,4,81/31-2/7,"$595,200"
175,Kyle Korver,SG,CLE,"Personal, Foot",8,"153/17-3/18, 3/21-3/29, 3/30-4/2","$593,220"
176,Lauri Markkanen,PF,CHI,"Back, Personal, Arm",12,"2712/11-12/17, 1/31-2/8, 3/13-3/22, 3/29-3/29","$582,957"
177,Noah Vonleh,PF,POR,"Shoulder, Finger, Toe, Calf",14,"2910/18-10/31, 12/23-12/29, 3/17-3/18, 4/6-4/11","$574,316"
178,Trevor Booker,PF,BKN,"Back, Ankle",7,"1411/3-11/10, 11/22-11/23, 12/18-12/18, 3/29-3/31","$567,127"
179,Lucas Nogueira,C,TOR,"Ankle, Calf, Hamstring",16,"3410/25-10/29, 12/1-12/26, 4/9-4/11","$566,134"
180,Shaun Livingston,PG,GSW,"Personal, Knee",8,"1310/27-10/28, 12/18-12/24, 2/2-2/2, 4/3-4/4, 4/7-4/7","$564,967"
181,Malcolm Brogdon,PG,MIL,"Ankle, Personal, Calf, Quad",34,"7310/23-10/25, 1/20-1/21, 1/26-1/28, 2/2-4/8","$541,368"
182,Wayne Selden,SG,MEM,"Quad, Knee",33,"7011/18-12/30, 2/11-3/1, 4/4-4/11","$519,120"
183,Timothe Luwawu-Cabarrot,SG,PHI,"Illness, Knee",20,"652/2-3/8, 3/13-4/11","$509,210"
184,Darrell Arthur,PF,DEN,Illness,6,1210/18-10/29,"$506,100"
185,Luc Richard Mbah a Moute,PF,HOU,"Knee, Illness, Shoulder",21,"4211/9-11/10, 11/16-11/17, 12/15-1/14, 3/24-3/29, 4/11-4/11","$502,320"
186,Julyan Stone,PG,CHA,Hamstring,27,5710/22-12/17,"$490,884"
187,Myles Turner,C,IND,"Neck, Elbow, Ankle",16,"3310/20-11/2, 1/10-1/26, 3/17-3/18","$479,127"
188,Marreese Speights,PF,ORL,Personal,5,"401/16-2/17, 2/24-3/2","$478,400"
189,Devin Harris,PG,DAL,"Personal, Ribs, Concussion",10,"1910/20-10/24, 10/26-10/27, 11/12-11/16, 1/22-1/28","$472,587"
190,Robert Covington,PF,PHI,Back,2,512/10-12/14,"$471,700"
191,Gary Harris,SG,DEN,"Shoulder, Elbow, Personal, Knee",15,"3211/11-11/16, 12/20-12/21, 1/12-1/12, 3/17-4/8","$461,024"
192,Jeff Green,PF,CLE,"Back, Illness",4,"352/27-3/28, 3/3-3/6, 3/25-3/26","$460,460"
193,Troy Williams,SF,HOU,"Knee, Face Jaw",29,"6212/3-1/24, 4/3-4/11","$459,792"
194,Justise Winslow,SF,MIA,Knee,14,3012/15-1/13,"$458,490"
195,Nik Stauskas,SG,PHI,Ankle,10,"2111/11-11/29, 1/8-1/9","$451,689"
196,Alex Len,C,PHX,"Ankle, Achilles",10,"1910/18-10/19, 12/2-12/3, 1/24-1/25, 1/26-1/28, 1/31-2/3, 3/28-4/2","$449,521"
197,De'Aaron Fox,PG,SAC,"Quad, Back",8,"1712/17-12/18, 12/20-1/1, 3/9-3/10","$442,697"
198,Stanley Johnson,SF,DET,"Hip, Back",12,"2511/8-11/14, 1/3-1/9, 1/13-1/18, 3/7-3/12","$437,550"
199,Bogdan Bogdanovic,SG,SAC,"Ankle, Hamstring",4,"810/18-10/22, 3/19-3/21","$428,048"
200,Zaza Pachulia,C,GSW,Shoulder,9,"2112/4-12/5, 12/8-12/26","$412,587"
201,Davon Reed,SG,PHX,Knee,43,8810/18-1/13,"$405,504"
202,Dennis Smith Jr.,PG,DAL,"Knee, Hip, Ankle",12,"2210/20-10/22, 12/8-12/19, 3/10-3/10, 3/20-3/23, 4/4-4/5","$400,004"
203,Omri Casspi,SF,GSW,"Ankle, Back",18,"3310/20-10/22, 12/29-12/29, 1/3-1/5, 1/12-1/15, 3/17-4/7","$392,733"
204,Patrick McCaw,SG,GSW,"Concussion, Back, Wrist",23,"5212/6-12/10, 1/25-1/29, 2/14-3/18, 4/1-4/10","$385,632"
205,Willie Cauley-Stein,C,SAC,"Back, Hand",8,"1812/6-12/11, 1/28-2/1, 3/4-3/10","$376,686"
