PLAYER,TEAM,GP,W,L,MIN,Dist. Feet,Dist. Miles,Dist. Miles Off,Dist. Miles Def,Avg Speed,Avg Speed Off,Avg Speed Def
Craig Sword,WAS,3,1,2,6.3,2309.3,0.44,0.21,0.23,3.88,3.85,3.89
D'Angelo Russell,MIN,65,39,26,31.9,11799.1,2.23,1.22,1.01,3.99,4.42,3.56
D.J. Augustin,LAL,55,15,40,16.1,6179.4,1.17,0.65,0.52,4.1,4.44,3.73
D.J. Wilson,TOR,4,2,2,13.5,5481,1.04,0.55,0.49,4.44,5,3.96
DaQuan Jeffries,MEM,2,2,0,2.2,816,0.15,0.1,0.06,3.7,3.63,3.86
Daishen Nix,HOU,24,3,21,10.9,4328.8,0.82,0.43,0.39,4.21,4.5,3.94
Dakota Mathias,MEM,5,4,1,2.6,987.4,0.19,0.11,0.08,3.81,3.77,3.86
Dalano Banton,TOR,64,37,27,10.9,4741.3,0.9,0.48,0.42,4.66,5.01,4.32
Damian Jones,SAC,55,18,37,18.4,6969.4,1.32,0.68,0.64,4.06,4.27,3.86
Damian Lillard,POR,29,12,17,36.4,13506.2,2.56,1.44,1.12,3.95,4.46,3.46
Damion Lee,GSW,62,41,21,19.8,8283.9,1.57,0.86,0.71,4.44,4.88,3.99
Damyean Dotson,NYK,2,1,1,10.3,4000.5,0.76,0.45,0.31,4.11,4.47,3.67
Daniel Gafford,WAS,72,30,42,20.1,7863,1.49,0.79,0.7,4.19,4.37,4.01
Daniel Oturu,TOR,3,1,2,9.1,3498.7,0.66,0.34,0.32,4.07,4.35,3.83
Daniel Theis,BOS,47,20,27,20.8,7741.7,1.47,0.76,0.7,3.99,4.15,3.82
Danilo Gallinari,ATL,66,35,31,25.3,9094.2,1.72,0.96,0.76,3.88,4.23,3.52
Danny Green,PHI,62,37,25,21.8,9037.8,1.71,0.89,0.82,4.41,4.56,4.25
Danuel House Jr.,UTA,42,18,24,17.3,7057.7,1.34,0.71,0.63,4.29,4.44,4.15
Darius Bazley,OKC,69,19,50,27.9,11070.6,2.1,1.13,0.96,4.29,4.65,3.93
Darius Garland,CLE,68,37,31,35.7,14056.3,2.66,1.53,1.13,4.19,4.69,3.66
Darren Collison,LAL,3,1,2,12.4,5148.3,0.98,0.5,0.48,4.33,4.17,4.51
David Duke Jr.,BKN,22,10,12,15.5,6238.1,1.18,0.6,0.58,4.38,4.59,4.2
David Johnson,TOR,2,2,0,1,453.5,0.09,0.05,0.04,5.18,3.84,7.9
David Nwaba,HOU,46,6,40,13.2,5441.8,1.03,0.55,0.48,4.35,4.7,4
Davion Mitchell,SAC,74,27,47,27.7,10870.7,2.06,1.08,0.97,4.23,4.54,3.92
Davon Reed,DEN,48,29,19,13.9,5651.8,1.07,0.58,0.49,4.29,4.62,3.96
Day'Ron Sharpe,BKN,32,12,20,12.2,4759.4,0.9,0.47,0.43,4.22,4.5,3.98
De'Aaron Fox,SAC,58,21,37,35.4,13587.3,2.57,1.37,1.2,4.15,4.58,3.74
De'Andre Hunter,ATL,53,28,25,29.8,11333.3,2.15,1.15,1,4.08,4.39,3.78
De'Anthony Melton,MEM,72,48,24,22.7,8963.1,1.7,0.91,0.79,4.2,4.49,3.91
DeAndre Jordan,PHI,48,26,22,13,4708.4,0.89,0.47,0.42,3.89,4,3.78
DeAndre' Bembry,MIL,56,31,25,18.3,7174.2,1.36,0.68,0.68,4.17,4.24,4.1
DeJon Jarreau,IND,1,0,1,0.9,486,0.09,0.04,0.05,5.16,0,9.15
DeMar DeRozan,CHI,76,43,33,36.1,13142.4,2.49,1.38,1.11,3.93,4.37,3.5
DeMarcus Cousins,DEN,48,33,15,14.9,5322.9,1.01,0.53,0.48,3.78,3.86,3.67
Dean Wade,CLE,51,27,24,19.2,7729.8,1.46,0.79,0.68,4.28,4.44,4.11
Deandre Ayton,PHX,58,46,12,29.5,10672.1,2.02,1.06,0.96,3.94,4.27,3.63
Deividas Sirvydis,DET,3,1,2,8.9,3892.3,0.74,0.37,0.37,4.58,4.48,4.68
Dejounte Murray,SAS,68,30,38,34.8,14518,2.75,1.52,1.23,4.45,5.07,3.87
Delon Wright,ATL,77,42,35,18.9,7551.3,1.43,0.77,0.66,4.28,4.51,4.04
Deni Avdija,WAS,82,35,47,24.2,9644.9,1.83,0.99,0.83,4.21,4.5,3.91
Dennis Schröder,HOU,63,32,31,28.7,11333.3,2.15,1.14,1,4.16,4.4,3.93
Dennis Smith Jr.,POR,37,15,22,17.3,6805,1.29,0.68,0.61,4.15,4.4,3.9
Denzel Valentine,UTA,24,14,10,9.3,3578.1,0.68,0.37,0.31,4.09,4.21,3.95
Derrick Favors,OKC,39,15,24,16.7,6157.5,1.17,0.62,0.54,4.07,4.33,3.8
Derrick Jones Jr.,CHI,51,28,23,17.6,7127.8,1.35,0.72,0.63,4.36,4.74,4.01
Derrick Rose,NYK,26,11,15,24.5,9795.7,1.86,1,0.86,4.25,4.57,3.94
Derrick Walton Jr.,DET,3,1,2,36.1,14911,2.82,1.5,1.33,4.38,4.5,4.25
Derrick White,BOS,75,40,35,29.3,11530.5,2.18,1.21,0.97,4.22,4.77,3.69
Desmond Bane,MEM,76,53,23,29.8,11818.5,2.24,1.21,1.02,4.25,4.6,3.9
Devin Booker,PHX,67,55,12,34.5,13026.3,2.47,1.35,1.12,4.09,4.57,3.63
Devin Cannady,ORL,5,2,3,28.9,12465,2.36,1.32,1.04,4.56,4.96,4.13
Devin Vassell,SAS,71,29,42,27.3,11503.5,2.18,1.18,1,4.47,5.01,3.96
Devon Dotson,CHI,11,5,6,7.7,3248.4,0.62,0.32,0.29,4.43,4.64,4.1
Devontae Cacok,SAS,15,5,10,8.1,3396.6,0.64,0.35,0.3,4.38,4.73,4.04
Devonte' Graham,NOP,75,33,42,28.4,10981.6,2.08,1.14,0.94,4.11,4.48,3.74
Dewayne Dedmon,MIA,67,43,24,15.9,6103.8,1.16,0.63,0.52,4.08,4.37,3.78
Didi Louzada,POR,9,0,9,14.4,5690,1.08,0.58,0.5,4.15,4.39,3.9
Dillon Brooks,MEM,31,21,10,27.8,10758.3,2.04,1.02,1.02,4.12,4.23,4
Domantas Sabonis,SAC,62,21,41,34.5,13307.5,2.52,1.33,1.19,4.19,4.43,3.94
Donovan Mitchell,UTA,67,41,26,33.8,11939.6,2.26,1.24,1.02,3.75,4.14,3.37
Donte DiVincenzo,SAC,42,21,21,23.9,9468.1,1.79,0.96,0.84,4.26,4.66,3.88
Dorian Finney-Smith,DAL,80,51,29,33,12817.6,2.43,1.3,1.13,4.14,4.25,4.02
Doug McDermott,SAS,51,21,30,24,10429.6,1.98,1.1,0.88,4.65,5.35,4
Draymond Green,GSW,46,34,12,28.9,10410.5,1.97,1.05,0.92,3.85,4.24,3.48
Drew Eubanks,POR,71,19,52,17.5,6979.9,1.32,0.7,0.62,4.24,4.56,3.93
Duane Washington Jr.,IND,48,12,36,20.2,8473.9,1.6,0.87,0.74,4.44,4.98,3.95
Duncan Robinson,MIA,79,52,27,25.9,10289.7,1.95,1.1,0.85,4.25,4.75,3.73
Dwight Howard,LAL,60,21,39,16.2,5972,1.13,0.59,0.54,3.95,4.06,3.82
Dwight Powell,DAL,82,52,30,21.9,8773.6,1.66,0.9,0.76,4.29,4.46,4.11
Dylan Windler,CLE,50,28,22,9.2,3798.9,0.72,0.39,0.33,4.39,4.59,4.14
Dāvis Bertāns,DAL,56,32,24,14.4,5906.9,1.12,0.63,0.49,4.35,4.89,3.81
Ed Davis,CLE,31,15,16,6.5,2537.4,0.48,0.26,0.22,4.15,4.34,3.93
Elfrid Payton,PHX,49,38,11,10.9,4335,0.82,0.43,0.39,4.2,4.38,4.02
Elijah Hughes,POR,36,15,21,12.1,4637.8,0.88,0.47,0.41,4.08,4.32,3.84
Emanuel Terry,PHX,3,2,1,6.1,2523,0.48,0.25,0.22,4.27,4.86,4.29
Emmanuel Mudiay,SAC,2,0,2,5.5,2692,0.51,0.27,0.24,4.2,4.67,3.82
Enes Freedom,BOS,34,20,14,11.8,4201.5,0.8,0.43,0.37,3.84,4.01,3.63
Eric Bledsoe,POR,53,27,26,25,9289.7,1.76,0.96,0.8,3.96,4.36,3.57
Eric Gordon,HOU,57,19,38,29.3,10074.7,1.91,1.04,0.87,3.65,3.95,3.33
Eric Paschall,UTA,58,36,22,12.7,5144.5,0.97,0.53,0.45,4.29,4.54,4.03
Eugene Omoruyi,DAL,4,1,3,4.5,1752,0.33,0.18,0.15,4.03,4.35,3.71
Evan Fournier,NYK,79,35,44,29.3,11676.8,2.21,1.2,1.01,4.25,4.5,3.99
Evan Mobley,CLE,69,40,29,33.8,13096.4,2.48,1.35,1.13,4.12,4.37,3.85
Facundo Campazzo,DEN,65,38,27,18.2,7500.3,1.42,0.8,0.62,4.37,4.87,3.87
Feron Hunt,NYK,2,2,0,4.2,1829.5,0.35,0.2,0.15,4.54,4.98,4.06
Frank Jackson,DET,53,9,44,22,8807.2,1.67,0.89,0.78,4.25,4.53,3.98
Frank Kaminsky,PHX,9,8,1,20.1,7863.6,1.49,0.8,0.68,4.16,4.53,3.8
Frank Ntilikina,DAL,58,34,24,11.8,4590.1,0.87,0.46,0.41,4.12,4.27,3.97
Franz Wagner,ORL,79,21,58,30.8,12978.9,2.46,1.36,1.09,4.5,5.04,3.98
Fred VanVleet,TOR,65,39,26,37.9,14867.7,2.82,1.59,1.23,4.18,4.66,3.69
Freddie Gillespie,ORL,9,1,8,13.2,5516.3,1.04,0.56,0.49,4.43,4.64,4.21
Furkan Korkmaz,PHI,67,44,23,21.1,8514,1.61,0.89,0.73,4.3,4.67,3.92
Gabe Vincent,MIA,68,47,21,23.4,9319.1,1.76,0.96,0.8,4.21,4.57,3.85
Gabe York,IND,2,0,2,10.7,4368.5,0.83,0.39,0.44,4.4,4.98,3.98
Gabriel Deck,OKC,7,2,5,7.9,3184.7,0.6,0.33,0.28,4.22,4.45,3.97
Gabriel Lundberg,PHX,4,1,3,11.1,4544.5,0.86,0.46,0.4,4.15,4.44,3.86
Garrett Temple,NOP,58,22,36,18.6,7373.3,1.4,0.74,0.66,4.19,4.39,3.97
Garrison Mathews,HOU,65,19,46,26.3,10328.7,1.96,1.04,0.92,4.14,4.32,3.95
Gary Clark,NOP,37,19,18,9.8,3765.4,0.71,0.37,0.34,4.08,4.32,3.85
Gary Harris,ORL,61,16,45,28.4,11361.5,2.15,1.08,1.07,4.26,4.31,4.21
Gary Payton II,GSW,70,47,23,17.6,7490.6,1.42,0.7,0.72,4.5,4.56,4.45
Gary Trent Jr.,TOR,70,44,26,35,12856.1,2.43,1.28,1.15,3.91,4.09,3.73
George Hill,MIL,54,36,18,23.2,9190.5,1.74,0.93,0.81,4.2,4.54,3.87
George King,DAL,4,2,2,4.8,2070.8,0.39,0.21,0.18,4.59,5.04,4.11
Georges Niang,PHI,76,48,28,22.9,8944,1.69,0.91,0.79,4.15,4.42,3.89
Georgios Kalaitzakis,OKC,13,8,5,16.4,6527.5,1.24,0.69,0.55,4.26,4.52,3.92
Giannis Antetokounmpo,MIL,67,45,22,32.9,12280.3,2.33,1.27,1.06,3.97,4.55,3.45
Goga Bitadze,IND,50,17,33,14.6,5761,1.09,0.57,0.52,4.19,4.44,3.94
Goran Dragic,BKN,21,10,11,23.7,9633.8,1.82,1.02,0.81,4.27,4.77,3.77
Gordon Hayward,CHA,48,26,22,31.9,12825.6,2.43,1.33,1.1,4.28,4.8,3.78
Gorgui Dieng,ATL,44,23,21,8.4,3128.2,0.59,0.32,0.28,3.91,4.13,3.69
Grant Williams,BOS,76,49,27,24.5,9145.4,1.73,0.89,0.84,4.02,4.07,3.96
Grayson Allen,MIL,66,43,23,27.3,11323.6,2.14,1.15,1,4.43,4.88,4.01
Greg Brown III,POR,48,14,34,13.3,5390.9,1.02,0.52,0.5,4.26,4.45,4.07
Greg Monroe,MIN,14,7,7,13.9,5362.4,1.02,0.53,0.49,4.05,4.25,3.85
Hamidou Diallo,DET,57,14,43,21.8,8992.1,1.7,0.92,0.78,4.36,4.66,4.05
Harrison Barnes,SAC,76,26,50,33.6,13554,2.57,1.39,1.18,4.36,4.82,3.91
Hassan Whiteside,UTA,65,40,25,17.9,6635.1,1.26,0.66,0.6,3.95,4.07,3.82
Hassani Gravett,ORL,8,2,6,21.4,8822.3,1.67,0.92,0.75,4.4,4.82,3.97
Haywood Highsmith,MIA,19,13,6,8.6,3722.2,0.7,0.37,0.33,4.6,5.03,4.2
Herbert Jones,NOP,77,35,42,29.8,11833.2,2.24,1.18,1.06,4.22,4.47,3.97
Ignas Brazdeikis,ORL,42,9,33,12.8,5262.1,1,0.54,0.45,4.36,4.74,3.99
Immanuel Quickley,NYK,77,34,43,23.1,9320.4,1.77,0.95,0.81,4.27,4.59,3.95
Isaac Bonga,TOR,15,9,6,4.6,1946.1,0.37,0.19,0.18,4.6,4.73,4.46
Isaac Okoro,CLE,67,34,33,29.6,11447.6,2.17,1.1,1.07,4.11,4.1,4.13
Isaiah Hartenstein,LAC,68,37,31,17.9,7408.9,1.4,0.75,0.65,4.37,4.66,4.08
Isaiah Jackson,IND,36,9,27,15,6179.9,1.17,0.62,0.55,4.38,4.84,3.99
Isaiah Joe,PHI,55,35,20,11.1,4628.6,0.88,0.46,0.42,4.43,4.64,4.23
Isaiah Livers,DET,19,8,11,20.2,8312.2,1.57,0.84,0.73,4.36,4.66,4.09
Isaiah Roby,OKC,45,10,35,21.1,8095.3,1.53,0.85,0.68,4.23,4.7,3.77
Isaiah Stewart,DET,70,21,49,25.6,9839.4,1.86,0.99,0.87,4.09,4.34,3.84
Isaiah Thomas,CHA,22,12,10,15.2,5916.6,1.12,0.61,0.51,4.14,4.52,3.72
Isaiah Todd,WAS,12,1,11,6.2,2485.3,0.47,0.25,0.22,4.24,4.6,3.88
Ish Smith,WAS,64,27,37,17.4,7078.1,1.34,0.76,0.59,4.4,4.91,3.87
Ish Wainright,PHX,44,35,9,7.9,3328.4,0.63,0.34,0.29,4.37,4.68,4.09
Ivica Zubac,LAC,76,40,36,24.4,9292.8,1.76,0.94,0.82,4.09,4.32,3.86
JT Thor,CHA,33,18,15,7.9,3220.2,0.61,0.33,0.28,4.36,4.7,4.02
Ja Morant,MEM,56,35,21,33.3,12745.3,2.41,1.32,1.09,4.13,4.49,3.77
JaMychal Green,DEN,67,36,31,16.2,6258.8,1.19,0.64,0.55,4.15,4.38,3.91
JaQuori McLaughlin,DAL,4,2,2,2.7,1175.8,0.22,0.12,0.1,4.44,4.92,3.95
JaVale McGee,PHX,74,57,17,15.8,5862.2,1.11,0.6,0.51,4.01,4.33,3.69
Jabari Parker,BOS,12,4,8,9.4,3663.3,0.69,0.36,0.33,4.15,4.55,3.79
Jaden McDaniels,MIN,70,40,30,25.8,10878.9,2.06,1.07,0.99,4.51,4.85,4.2
Jaden Springer,PHI,2,2,0,2.8,1133,0.21,0.12,0.09,3.74,3.51,3.99
Jae Crowder,PHX,67,54,13,28.1,10620.7,2.01,1.09,0.93,4.09,4.52,3.67
Jae'Sean Tate,HOU,78,19,59,26.4,10317.5,1.95,1.05,0.91,4.16,4.43,3.88
Jahmi'us Ramsey,SAC,19,2,17,7,2858.4,0.54,0.28,0.26,4.27,4.56,3.99
Jaime Echenique,WAS,1,1,0,3.1,1022,0.19,0.11,0.09,3.78,3.4,4.25
Jake Layman,MIN,34,20,14,6.8,2792.4,0.53,0.28,0.25,4.31,4.74,3.91
Jakob Poeltl,SAS,68,30,38,29,11860,2.25,1.18,1.06,4.37,4.76,4.01
Jalen Brunson,DAL,79,50,29,31.9,12348.4,2.34,1.31,1.03,4.12,4.41,3.8
Jalen Green,HOU,67,12,55,31.9,12865.6,2.44,1.36,1.08,4.29,4.72,3.84
Jalen Johnson,ATL,22,14,8,5.5,2231.2,0.42,0.22,0.2,4.27,4.52,4.03
Jalen McDaniels,CHA,54,34,20,16.3,6814.4,1.29,0.7,0.59,4.44,4.88,4.01
Jalen Smith,IND,50,28,22,17.8,7216,1.37,0.73,0.64,4.27,4.56,4
Jalen Suggs,ORL,48,16,32,27.2,11006.8,2.08,1.14,0.94,4.32,4.8,3.84
James Bouknight,CHA,30,15,15,10,4234.2,0.8,0.42,0.38,4.47,4.89,4.08
James Ennis III,DEN,7,3,4,7.9,3334.1,0.63,0.34,0.29,4.39,4.95,3.85
James Harden,PHI,65,40,25,37.2,12569.8,2.38,1.32,1.06,3.6,3.95,3.25
James Johnson,BKN,62,30,32,19.2,7169.1,1.36,0.72,0.64,4.05,4.34,3.76
Jamorko Pickett,DET,13,4,9,13.6,5454.1,1.03,0.54,0.49,4.25,4.48,4.09
Jared Butler,UTA,42,31,11,8.6,3267.4,0.62,0.34,0.28,4.03,4.37,3.67
Jared Harper,NOP,5,2,3,8.6,3364.8,0.64,0.36,0.27,4.14,4.71,3.59
Jaren Jackson Jr.,MEM,77,52,25,27.3,10555.6,2,1.06,0.93,4.16,4.45,3.88
Jarred Vanderbilt,MIN,74,41,33,25.4,10698.8,2.03,1.07,0.96,4.53,4.83,4.24
Jarrett Allen,CLE,56,35,21,32.3,11907.5,2.26,1.23,1.03,3.93,4.12,3.73
Jarrett Culver,MEM,36,27,9,9.2,3563.3,0.67,0.36,0.32,4.12,4.33,3.91
Jarron Cumberland,POR,3,0,3,4.1,1550.7,0.29,0.15,0.14,4.04,4.73,3.41
Javin DeLaurier,MIL,1,1,0,2.8,1461,0.28,0.15,0.13,5.69,3.68,3.92
Javonte Green,CHI,65,38,27,23.4,9324.2,1.77,0.92,0.85,4.34,4.52,4.15
Javonte Smart,MIA,17,11,6,11.8,4720.9,0.89,0.48,0.42,4.26,4.52,3.99
