Rank,Player,Pos,Team,Reason,GamesMissed,DaysMissed,Cash TotalPer Days Missed
28,Paul George,SG,LAC,"Ankle, Health Protocols, Foot, Illness, Rest",16,"331/5-1/5, 1/26-1/28, 2/5-2/18, 3/4-3/10, 3/29-3/31, 4/9-4/9, 4/14-4/14, 4/21-4/21, 5/14-5/14, 5/16-5/16","$8,012,763"
29,Jamal Murray,PG,DEN,"Knee, Knee Acl",23,"422/6-2/7, 4/6-4/11, 4/13-5/16","$7,849,128"
30,Blake Griffin,C,DET,"Rest, Concussion, Knee",23,"4812/28-12/28, 1/1-1/2, 1/4-1/4, 1/23-1/24, 1/27-1/27, 2/14-3/8, 3/11-3/20, 3/24-3/25, 4/1-4/6, 4/14-4/14","$7,835,946"
31,Trevor Ariza,SF,OKC,"Personal, Health Protocols, Rest",42,"8612/23-3/16, 3/17-3/18, 5/16-5/16","$7,539,706"
32,Justise Winslow,SF,MEM,"Hip, Thigh",39,"8412/23-2/19, 2/26-2/27, 3/15-3/16, 3/29-4/18","$7,479,444"
33,Kyle Lowry,PG,TOR,"Personal, Foot, Ankle, Rest, Back",26,"361/8-1/9, 1/22-1/24, 2/18-2/23, 3/28-3/28, 3/31-4/10, 4/13-4/13, 4/14-4/14, 4/16-4/16, 4/18-4/18, 5/1-5/1, 5/4-5/5, 5/6-5/6, 5/8-5/8, 5/11-5/11, 5/13-5/13, 5/14-5/14, 5/16-5/16","$7,397,244"
34,Thomas Bryant,C,WAS,Knee Acl,60,1251/11-5/16,"$7,134,750"
35,Evan Fournier,SG,ORL,"Back, Groin, Health Protocols, Knee",28,"601/2-1/15, 1/18-1/18, 2/6-2/16, 3/3-3/17, 3/27-3/28, 4/6-4/22, 5/16-5/16","$6,986,280"
36,Larry Nance Jr.,PF,CLE,"Wrist, Finger, Illness, Personal",36,"861/25-1/28, 2/1-2/5, 2/7-3/11, 3/29-4/13, 4/19-5/16","$6,897,114"
37,Bogdan Bogdanovic,SG,ATL,"Knee, Hamstring",28,"551/11-3/1, 4/27-4/30, 5/16-5/16","$6,780,840"
38,Jusuf Nurkic,C,POR,"Wrist, Calf, Knee",35,"731/15-3/24, 3/25-3/25, 4/6-4/7, 4/10-4/10, 4/20-4/20","$6,444,440"
39,Pascal Siakam,PF,TOR,"Knee, Health Protocols, Rest, Shoulder",15,"301/24-1/26, 2/26-3/16, 4/10-4/10, 4/16-4/16, 4/18-4/18, 5/11-5/16","$6,279,300"
40,Caris LeVert,SG,IND,"Kidney, Knee",25,"561/17-3/12, 5/13-5/13","$6,215,104"
41,Jaren Jackson Jr.,PF,MEM,"Knee, Rest",59,"12112/23-4/20, 4/25-4/25, 4/30-4/30, 5/5-5/5","$6,014,668"
42,Jonathan Isaac,PF,ORL,Knee Acl,72,14412/23-5/16,"$5,989,824"
43,LaMarcus Aldridge,PF,SAS,"Knee, Hip, Illness, Rest",15,"4112/30-1/4, 2/3-2/23, 3/2-3/10, 3/29-3/29, 3/31-3/31, 4/13-4/15","$5,971,006"
44,Patrick Beverley,PG,LAC,"Personal, Knee, Rest, Hand",34,"651/15-1/16, 1/26-2/9, 2/15-2/15, 3/14-4/5, 4/9-5/3","$5,936,060"
45,Christian Wood,C,HOU,"Knee, Ankle, Illness",31,"641/6-1/7, 1/22-1/27, 2/6-3/16, 3/27-3/27, 3/29-3/30, 4/24-4/26, 5/5-5/16","$5,705,600"
46,Danilo Gallinari,PF,ATL,"Foot, Ankle, Achilles, Back",22,"4212/26-12/29, 1/1-1/21, 4/2-4/3, 4/7-4/8, 4/11-4/22, 5/16-5/16","$5,609,604"
47,Aaron Gordon,PF,ORL,"Hamstring, Hip, Ankle, Rest, Calf",21,"451/8-1/8, 1/24-1/24, 2/2-3/10, 3/12-3/12, 3/14-3/14, 5/8-5/10, 5/14-5/14","$5,589,990"
48,Myles Turner,C,IND,"Hand, Ankle, Toe",25,"461/17-1/21, 3/22-3/23, 4/7-4/17, 4/19-5/16","$5,513,698"
49,Ben Simmons,PG,PHI,"Knee, Calf, Illness, Health Protocols, Back",14,"261/9-1/13, 2/4-2/5, 2/17-2/20, 3/11-3/13, 3/20-3/20, 4/19-4/25, 5/8-5/10, 5/16-5/16","$5,442,060"
50,Stephen Curry,PG,GSW,"Illness, Rest, Tailbone",9,"182/20-2/22, 3/4-3/4, 3/19-3/28, 4/2-4/3, 5/14-5/15","$5,302,152"
51,Zach Collins,C,POR,Ankle,70,"14012/23-2/19, 2/22-4/15, 4/18-5/16","$5,184,060"
52,Cody Zeller,C,CHA,"Hand, Hip, Shoulder",19,"4812/24-1/21, 2/26-3/10, 3/20-3/25","$5,068,176"
53,Jeremy Lamb,SG,IND,"Knee Acl, Knee, Toe",36,"6912/23-1/19, 3/1-3/2, 3/13-3/18, 3/31-4/5, 4/19-5/16","$4,962,342"
54,Steven Adams,C,NOP,"Calf, Ankle, Toe",14,"262/1-2/2, 2/19-2/23, 4/2-4/3, 4/26-4/27, 4/29-5/3, 5/7-5/16","$4,902,274"
55,De'Andre Hunter,SF,ATL,Knee,48,"951/20-1/21, 2/1-3/21, 3/26-5/9","$4,829,420"
56,Jerami Grant,PF,DET,"Rest, Quad, Knee",19,"372/24-2/24, 3/3-3/10, 4/8-4/13, 4/16-4/16, 4/19-4/20, 4/22-4/23, 4/29-5/7, 5/9-5/16","$4,827,723"
57,Russell Westbrook,PG,WAS,"Rest, Quad",4,"1712/28-12/28, 1/1-1/1, 1/9-1/23","$4,815,760"
58,Jaylen Brown,SF,BOS,"Health Protocols, Knee, Hip, Illness, Shoulder, Ankle, Wrist",14,"301/10-1/14, 2/5-2/8, 2/28-3/1, 3/29-3/30, 4/17-4/18, 4/22-4/24, 5/5-5/9, 5/10-5/16","$4,724,190"
59,Goran Dragic,PG,MIA,"Health Protocols, Groin, Ankle, Back, Rest",21,"381/12-1/15, 1/27-1/31, 2/7-2/23, 3/21-3/28, 4/1-4/2, 4/14-4/14, 5/16-5/16","$4,684,944"
60,Meyers Leonard,C,MIA,Shoulder,36,"721/12-3/17, 3/18-3/25","$4,635,648"
61,Taurean Prince,PF,CLE,"Ankle, Shoulder",30,"532/15-2/23, 2/27-3/2, 3/12-3/28, 4/23-5/16","$4,446,912"
62,Fred VanVleet,PG,TOR,"Health Protocols, Hip, Hip Flexor, Rest",15,"303/3-3/16, 4/5-4/15, 4/18-4/20, 4/29-4/30, 5/2-5/2","$4,366,440"
63,Terrence Ross,SF,ORL,"Hamstring, Knee, Back",26,"4612/31-1/1, 3/11-3/13, 3/18-3/29, 4/18-5/16","$4,253,436"
64,Marcus Smart,PG,BOS,"Thumb, Calf, Illness",23,"471/4-1/5, 2/2-3/10, 4/19-4/21, 5/12-5/16","$4,167,678"
65,Jrue Holiday,PG,MIL,"Health Protocols, Knee",12,"242/8-2/9, 2/10-2/27, 3/27-3/28, 4/9-4/10","$4,127,856"
66,Kris Dunn,PG,ATL,Ankle,62,"12412/23-4/25, 5/16-5/16","$4,048,724"
67,Malik Beasley,SG,MIN,Hamstring,23,444/3-5/16,"$4,016,012"
68,Serge Ibaka,C,LAC,"Illness, Back",31,"631/17-1/19, 3/15-5/13","$3,994,893"
69,George Hill,PG,OKC,"Neck, Thumb",30,"6012/29-12/30, 1/25-3/24","$3,941,340"
70,Bradley Beal,SG,WAS,"Health Protocols, Rest, Knee, Hip, Hamstring",11,"201/9-1/10, 2/12-2/12, 3/13-3/14, 3/29-3/29, 4/1-4/6, 4/10-4/11, 5/10-5/15","$3,938,600"
71,J.J. Redick,SG,NOP,"Hamstring, Foot, Heel",23,"442/27-2/28, 3/4-3/25, 3/29-4/11, 4/26-4/26, 5/1-5/1, 5/12-5/16","$3,921,940"
72,Tony Snell,SG,ATL,"Foot, Achilles, Ankle",23,"4712/23-1/10, 2/13-2/16, 4/11-4/29, 5/10-5/11, 5/13-5/15","$3,920,505"
73,Malcolm Brogdon,PG,IND,"Knee, Back, Hip, Hamstring",16,"272/27-2/28, 3/22-3/23, 4/2-4/8, 5/1-5/16","$3,828,087"
74,Giannis Antetokounmpo,PF,MIL,"Back, Knee, Ankle",10,"201/9-1/10, 3/22-3/23, 3/27-3/28, 4/3-4/14, 4/30-5/1","$3,770,980"
75,James Wiseman,C,GSW,"Wrist, Health Protocols, Knee",33,"632/2-2/22, 3/17-3/22, 4/11-5/16","$3,767,148"
76,Draymond Green,PF,GSW,"Foot, Ankle, Illness, Finger",9,"2412/22-12/31, 2/17-2/18, 3/4-3/10, 3/25-3/25, 4/2-4/3, 5/14-5/15","$3,657,024"
77,Harrison Barnes,PF,SAC,"Foot, Hip, Thigh",14,"242/18-2/22, 4/28-5/6, 5/7-5/16","$3,651,936"
78,Al-Farouq Aminu,PF,ORL,Knee,27,"5412/23-2/8, 2/11-2/16","$3,595,428"
79,Killian Hayes,PG,DET,"Hip, Rest, Illness",46,"951/6-4/2, 4/6-4/6, 4/11-4/13, 4/17-4/18, 4/21-4/21, 5/6-5/7","$3,453,250"
80,Kelly Oubre Jr.,SF,GSW,Wrist,17,"353/3-3/10, 4/10-4/18, 4/29-5/16","$3,446,065"
81,DeMar DeRozan,SF,SAS,"Personal, Rest, Quad",12,"181/10-1/13, 2/24-2/26, 3/12-3/18, 4/17-4/17, 4/22-4/23, 5/2-5/2, 5/15-5/15","$3,420,000"
82,Brandon Ingram,SF,NOP,"Foot, Ankle",11,"184/1-4/8, 5/7-5/16","$3,363,912"
83,Avery Bradley,PG,MIA,"Health Protocols, Knee, Calf, Illness, Personal",41,"871/10-1/26, 1/28-1/31, 2/5-3/24, 4/23-5/1, 5/7-5/16","$3,357,852"
84,Zach LaVine,SG,CHI,"Ankle, Health Protocols, Knee",14,"253/31-4/1, 4/15-5/5, 5/15-5/16","$3,339,050"
85,Marvin Bagley III,PF,SAC,"Calf, Hand, Groin",29,"532/12-2/14, 3/17-4/29, 5/11-5/16","$3,253,935"
86,Marcus Morris Sr.,SF,LAC,"Knee, Illness, Concussion, Calf, Rest",15,"3112/22-1/5, 1/24-1/25, 3/4-3/10, 3/25-3/26, 3/30-3/31, 4/14-4/14, 4/23-4/23, 5/16-5/16","$3,160,233"
87,Rajon Rondo,PG,ATL,"Illness, Health Protocols, Knee, Ankle, Back, Groin, Wrist, Rest",27,"5612/23-12/27, 12/23-12/26, 1/1-1/3, 1/2-1/14, 1/27-1/28, 2/10-2/22, 3/24-3/25, 3/29-4/3, 4/9-4/10, 4/21-4/25, 5/16-5/16","$2,876,720"
88,Nikola Vucevic,C,CHI,"Groin, Rest",3,"165/1-5/15, 5/16-5/16","$2,849,312"
89,Tobias Harris,PF,PHI,"Health Protocols, Knee",7,"121/9-1/13, 2/27-3/2, 4/10-4/11, 5/16-5/16","$2,824,020"
90,James Johnson,PF,DAL,"Knee, Health Protocols, Groin",11,"262/6-2/9, 3/13-3/27, 4/20-4/27","$2,812,654"
91,Cam Reddish,SF,ATL,"Knee, Achilles",46,"891/16-1/21, 1/26-1/26, 2/23-5/16","$2,717,526"
92,Davis Bertans,PF,WAS,"Health Protocols, Knee, Calf, Rest, Personal",15,"261/24-1/28, 2/25-2/26, 3/13-3/14, 3/21-4/2, 4/10-4/10, 4/16-4/18","$2,671,240"
93,Will Barton,SG,DEN,"Personal, Hamstring",16,"282/14-2/18, 4/24-5/16","$2,631,860"
94,Dario Saric,PF,PHX,"Quad, Health Protocols, Ankle",20,"4112/23-12/28, 1/1-1/2, 1/18-2/4, 2/5-2/12, 2/26-2/27, 4/25-4/29","$2,597,596"
95,Dennis Smith Jr.,PG,NYK,"Quad, Health Protocols, Back, Knee",34,"6612/23-12/25, 12/27-1/9, 2/9-2/10, 3/13-3/17, 3/26-4/1, 4/11-5/16","$2,570,700"
96,Romeo Langford,SG,BOS,"Wrist, Personal, Concussion",50,"10312/23-4/1, 4/2-4/3, 5/5-5/6","$2,561,713"
97,Lonzo Ball,PG,NOP,"Knee, Hip, Toe, Thumb",17,"321/13-1/18, 3/21-4/3, 4/9-4/15, 5/12-5/16","$2,411,776"
98,Domantas Sabonis,PF,IND,"Ankle, Back, Quad",10,"194/3-4/8, 4/19-4/30, 5/15-5/15","$2,407,528"
99,Patrick McCaw,SG,TOR,"Knee, Health Protocols",43,"8712/23-2/18, 3/3-3/16, 3/24-4/8","$2,383,539"
100,Jarrett Culver,SG,MIN,"Ankle, Toe",31,"561/27-2/26, 3/11-3/18, 4/29-5/16","$2,341,360"
101,Clint Capela,C,ATL,"Achilles, Hand, Foot",8,"2112/23-12/27, 1/24-1/25, 3/3-3/10, 3/14-3/17, 4/7-4/8, 5/16-5/16","$2,301,369"
102,Lauri Markkanen,PF,CHI,"Calf, Shoulder, Illness",21,"4912/31-1/14, 2/6-3/10, 4/30-4/30","$2,259,194"
103,Dennis Schröder,PG,LAL,Health Protocols,11,"212/18-2/25, 5/2-5/14","$2,229,444"
104,De'Anthony Melton,SG,MEM,"Health Protocols, Shoulder, Leg",19,"3412/26-1/4, 2/8-2/18, 4/6-4/18","$2,229,040"
105,Ishmael Smith,PG,WAS,"Health Protocols, Quad",27,"531/24-1/30, 2/14-3/16, 3/18-4/2","$2,178,088"
106,Maxi Kleber,PF,DAL,"Covid 19, Ankle, Leg, Back, Achilles",22,"391/11-1/31, 2/23-2/24, 4/3-4/4, 4/7-4/7, 4/11-4/11, 4/22-4/23, 5/4-5/10, 5/14-5/16","$2,177,058"
107,Derrick Rose,PG,DET,"Rest, Knee, Personal, Health Protocols, Ankle",18,"4112/28-12/28, 1/10-1/15, 1/23-1/26, 2/5-2/5, 2/6-2/8, 3/2-3/22, 3/23-3/26, 5/13-5/14","$2,157,543"
108,Tristan Thompson,C,BOS,"Rest, Health Protocols, Chest, Pectoral",18,"3412/30-12/30, 1/8-1/14, 3/16-4/6, 5/5-5/6, 5/15-5/16","$2,155,974"
109,LaMelo Ball,PG,CHA,Wrist,21,403/22-4/30,"$2,147,920"
110,Rodney McGruder,SG,DET,Elbow,31,"583/19-3/25, 3/27-5/16","$2,062,712"
111,Devin Booker,SG,PHX,"Hamstring, Rest",5,"101/23-1/31, 5/16-5/16","$2,018,340"
112,Rudy Gay,PF,SAS,"Hip, Health Protocols, Foot, Back, Heel",9,"212/3-2/5, 2/24-3/9, 3/24-3/24, 4/24-4/25, 5/15-5/15","$2,013,690"
113,Josh Richardson,SG,DAL,"Health Protocols, Calf, Hamstring",13,"261/8-1/26, 4/3-4/4, 4/24-4/28","$1,935,024"
114,Alec Burks,SG,NYK,"Ankle, Health Protocols, Knee",22,"4612/29-1/20, 4/16-5/2, 5/7-5/12","$1,890,416"
115,Shai Gilgeous-Alexander,PG,OKC,"Knee, Quad, Shoulder",37,"662/3-2/5, 2/10-2/16, 3/13-3/13, 3/21-3/21, 3/24-5/16","$1,872,090"
116,Rodney Hood,SF,POR,"Quad, Foot, Hip, Knee, Finger",14,"271/3-1/6, 2/14-2/16, 4/2-4/9, 4/21-4/26, 5/11-5/16","$1,858,086"
117,Jonas Valanciunas,C,MEM,"Health Protocols, Concussion, Back",9,"181/9-1/9, 1/30-2/5, 4/19-4/24, 5/11-5/12, 5/14-5/15","$1,849,320"
118,Danuel House Jr.,SF,HOU,"Back, Health Protocols, Knee, Personal, Ankle",35,"711/4-1/13, 1/14-1/25, 3/3-3/18, 3/26-3/28, 4/5-4/22, 4/29-5/6, 5/12-5/16","$1,807,589"
119,P.J. Tucker,PF,HOU,"Groin, Thigh, Personal, Calf, Ankle",16,"332/15-2/16, 2/17-2/21, 3/12-3/17, 3/26-4/13, 4/25-4/26","$1,801,338"
120,Matthew Dellavedova,PG,CLE,"Concussion, Abdominal, Neck",58,"11912/23-3/20, 3/21-3/31, 4/26-5/16","$1,772,267"
121,Trey Lyles,PF,SAS,Ankle,28,473/31-5/16,"$1,770,537"
122,Jared Dudley,SF,LAL,"Calf, Knee",51,"1001/10-2/14, 3/12-5/15","$1,756,700"
123,Michael Carter-Williams,PG,ORL,"Foot, Illness, Ankle",40,"771/6-2/11, 3/18-3/20, 4/1-4/6, 4/16-5/16","$1,740,431"
124,Paul Millsap,PF,DEN,"Knee, Rest",11,"252/16-3/11, 4/7-4/7","$1,712,325"
125,Norman Powell,SG,TOR,"Quad, Knee",3,"231/29-2/18, 5/5-5/6","$1,711,752"
126,Derrick White,PG,SAS,"Toe, Health Protocols, Ankle",36,"7112/26-1/29, 2/9-2/11, 2/24-3/9, 4/28-5/16","$1,709,964"
127,Darius Garland,PG,CLE,"Shoulder, Groin, Ankle",18,"371/4-1/21, 3/12-3/13, 4/11-4/13, 5/1-5/13, 5/16-5/16","$1,703,184"
128,Zion Williamson,PF,NOP,"Health Protocols, Toe, Finger",11,"241/13-1/14, 3/4-3/10, 4/1-4/5, 5/7-5/16","$1,684,200"
129,Andre Iguodala,SF,MIA,"Neck, Hip, Rest",8,"161/28-1/29, 3/17-3/20, 4/3-4/5, 4/16-4/17, 4/21-4/22, 4/26-4/27, 5/16-5/16","$1,643,840"
130,Khris Middleton,SF,MIL,"Hip, Knee, Ankle",4,"73/27-3/28, 4/9-4/10, 5/5-5/6, 5/16-5/16","$1,584,674"
131,Cory Joseph,PG,DET,"Ankle, Illness, Rest",10,"184/16-4/16, 4/19-4/20, 4/22-4/22, 4/29-5/5, 5/9-5/15","$1,553,418"
132,Mike Scott,PF,PHI,"Knee, Hip",19,"441/2-2/12, 4/26-4/27","$1,508,452"
133,Tomas Satoransky,SG,CHI,"Covid 19, Back, Ankle",11,"221/3-1/21, 4/16-4/16, 5/15-5/16","$1,506,846"
134,Seth Curry,SG,PHI,"Ankle, Covid 19, Hip, Hip Flexor",14,"281/7-1/7, 1/8-1/21, 3/20-3/24, 4/16-4/18, 4/21-4/21, 5/8-5/10, 5/16-5/16","$1,502,508"
135,Wendell Carter Jr.,C,CHI,"Thigh, Ankle, Eye",18,"401/22-2/14, 4/22-4/24, 5/5-5/16, 5/16-5/16","$1,492,840"
136,James Ennis III,SF,ORL,"Calf, Groin",31,"6612/23-1/5, 2/14-2/18, 2/27-3/20, 4/18-4/27, 5/1-5/16","$1,491,798"
137,OG Anunoby,SF,TOR,"Calf, Rest, Health Protocols",29,"541/27-2/15, 2/19-2/19, 3/3-3/18, 3/22-3/22, 4/11-4/11, 4/16-4/16, 4/18-4/18, 5/2-5/2, 5/4-5/16","$1,432,188"
138,JaMychal Green,PF,DEN,"Calf, Shoulder",12,"2912/23-12/31, 2/21-3/12","$1,430,077"
139,Frank Ntilikina,PG,NYK,"Knee, Health Protocols",17,"3212/31-1/23, 2/9-2/16","$1,353,760"
140,Jae Crowder,SF,PHX,"Foot, Ankle",12,"212/5-2/9, 4/22-5/6, 5/16-5/16","$1,331,631"
141,De'Aaron Fox,PG,SAC,"Knee, Health Protocols",14,"242/12-2/13, 4/25-5/16","$1,331,448"
142,D.J. Augustin,PG,MIL,"Calf, Personal, Illness, Ankle",15,"2912/23-12/24, 2/25-2/27, 3/21-3/21, 4/14-5/6","$1,324,198"
143,Damian Lillard,PG,POR,"Abdominal, Rest, Hamstring",4,"62/4-2/5, 3/26-3/26, 4/18-4/20","$1,299,738"
144,Lamar Stevens,SF,CLE,"Abdominal, Concussion",15,"261/27-1/31, 4/26-5/16","$1,292,088"
145,Dwight Powell,C,DAL,"Health Protocols, Illness",9,"171/12-1/26, 3/15-3/16","$1,290,147"
146,Jayson Tatum,PF,BOS,"Covid 19, Illness, Ankle",8,"191/10-1/24, 3/22-3/23, 4/27-4/27, 5/16-5/16","$1,287,972"
147,Donovan Mitchell,SG,UTA,"Concussion, Personal, Ankle",19,"361/27-1/30, 3/31-4/1, 4/17-5/16","$1,281,096"
148,Rui Hachimura,PF,WAS,"Eye, Health Protocols, Shoulder, Knee, Illness",15,"3912/23-12/30, 1/12-1/28, 4/3-4/6, 4/19-4/25, 5/5-5/7","$1,253,577"
149,Onyeka Okongwu,C,ATL,"Toe, Achilles, Thigh",15,"3112/23-1/14, 2/1-2/5, 3/14-3/17","$1,234,389"
150,Cole Anthony,PG,ORL,"Shoulder, Ribs",24,"542/11-2/16, 2/17-4/6","$1,215,054"
151,Malik Monk,SG,CHA,"Foot, Ankle",17,"333/28-3/31, 4/2-4/30","$1,208,262"
152,Jabari Parker,PF,SAC,"Back, Health Protocols",12,"2712/23-12/28, 1/4-1/10, 2/25-3/10","$1,202,067"
153,Ja Morant,PG,MEM,"Ankle, Back",9,"1912/30-1/15, 5/14-5/15","$1,192,934"
154,Mohamed Bamba,C,ORL,"Covid 19, Health Protocols, Toe, Hip, Illness",16,"2812/23-1/3, 1/15-1/15, 1/20-1/24, 3/21-3/23, 4/14-4/17, 5/11-5/13","$1,144,752"
155,Dylan Windler,SF,CLE,"Hand, Knee",39,"7712/26-1/21, 2/15-2/18, 4/1-5/16","$1,127,280"
156,Marquese Chriss,SF,GSW,Leg,43,"9012/27-3/25, 3/27-3/28","$1,124,370"
157,Udoka Azubuike,C,UTA,Ankle,41,832/12-5/6,"$1,123,903"
158,Delon Wright,PG,DET,Groin,7,182/21-3/10,"$1,109,592"
159,Josh Hart,SG,NOP,Thumb,25,454/2-5/16,"$1,076,040"
160,Darius Miller,SF,OKC,"Achilles, Illness, Groin",10,"2212/26-1/3, 1/6-1/11, 2/27-3/3, 4/7-4/8","$1,054,790"
161,Chuma Okeke,PF,ORL,"Knee, Hip, Ankle",27,"491/2-2/1, 4/11-4/11, 4/30-5/16","$1,047,473"
162,Joe Ingles,SF,UTA,"Achilles, Knee",5,"141/8-1/18, 4/13-4/15","$993,776"
163,David Nwaba,SG,HOU,"Ankle, Wrist",40,"792/1-2/5, 3/3-5/16","$986,947"
164,Mason Plumlee,C,DET,"Elbow, Rest, Concussion",15,"182/11-2/13, 4/5-4/5, 4/8-4/9, 4/16-4/16, 4/19-4/19, 4/22-4/22, 4/29-4/29, 5/1-5/1, 5/3-5/3, 5/4-5/4, 5/6-5/6, 5/9-5/9, 5/11-5/11, 5/14-5/14, 5/16-5/16","$986,310"
165,Deni Avdija,SF,WAS,"Health Protocols, Ankle",18,"321/24-1/30, 4/22-5/16","$979,552"
166,Abdel Nader,SF,PHX,"Concussion, Ankle, Knee",43,"8012/23-1/7, 2/7-2/12, 3/15-3/17, 3/23-5/16","$960,560"
167,Mitchell Robinson,C,NYK,"Hand, Foot",41,"842/13-3/20, 3/29-5/16","$957,264"
