PLAYER,TEAM,GP,W,L,MIN,Dist. Feet,Dist. Miles,Dist. Miles Off,Dist. Miles Def,Avg Speed,Avg Speed Off,Avg Speed Def
David Nwaba,CHI,70,26,44,23.5,9604.4,1.82,0.93,0.89,4.65,4.95,4.38
David Stockton,UTA,3,3,0,3.1,1214.7,0.23,0.13,0.1,4.52,4.46,4.61
David West,GSW,73,52,21,13.7,4590.8,0.87,0.45,0.42,3.83,4.01,3.64
Davon Reed,PHX,21,2,19,11.5,4708.4,0.89,0.49,0.4,4.61,5.26,4.04
De'Aaron Fox,SAC,73,24,49,27.8,10888.3,2.06,1.12,0.94,4.47,4.84,4.09
DeAndre Jordan,LAC,77,39,38,31.5,10795.1,2.04,1.07,0.97,3.9,4.07,3.73
DeAndre Liggins,NOP,57,34,23,12.4,4752.5,0.9,0.44,0.46,4.46,4.41,4.51
DeAndre' Bembry,ATL,25,8,17,18.1,6937.1,1.31,0.68,0.63,4.37,4.63,4.15
DeMar DeRozan,TOR,80,57,23,33.9,12623.5,2.39,1.33,1.06,4.24,4.71,3.77
DeMarcus Cousins,NOP,48,27,21,36.2,11439.3,2.17,1.11,1.05,3.6,3.77,3.44
DeMarre Carroll,BKN,71,24,47,29.9,10776.7,2.04,1.09,0.95,4.11,4.26,3.95
Dejounte Murray,SAS,81,47,34,21.5,9199.9,1.74,0.96,0.78,4.87,5.27,4.46
Delon Wright,TOR,69,49,20,20.8,8378.8,1.59,0.85,0.73,4.61,4.97,4.25
Demetrius Jackson,PHI,15,12,3,5.3,2215.9,0.42,0.23,0.19,4.71,5.04,4.37
Dennis Schröder,ATL,66,21,45,30.9,12167.3,2.3,1.26,1.04,4.47,4.87,4.07
Dennis Smith Jr.,DAL,69,22,47,29.7,11365.8,2.15,1.2,0.95,4.37,4.72,4.01
Denzel Valentine,CHI,77,26,51,27.2,10909,2.07,1.11,0.96,4.59,5.08,4.12
Derrick Favors,UTA,77,46,31,28,10662,2.02,1.1,0.92,4.37,4.58,4.13
Derrick Jones Jr.,MIA,20,9,11,12.3,4719.1,0.89,0.47,0.43,4.35,4.44,4.2
Derrick Rose,MIN,25,15,10,16.8,6619.2,1.25,0.65,0.61,4.49,4.81,4.18
Derrick Walton Jr.,MIA,16,8,8,9.2,3528.7,0.67,0.37,0.3,4.36,4.64,4.05
Derrick White,SAS,17,7,10,8.2,3310.8,0.63,0.34,0.28,4.54,5.02,4
Derrick Williams,LAL,2,1,1,4.3,1533.5,0.29,0.15,0.14,4.3,4.71,3.96
Devin Booker,PHX,54,16,38,34.5,13001.7,2.46,1.36,1.11,4.3,4.73,3.86
Devin Harris,DEN,71,33,38,18.9,6848.8,1.3,0.73,0.57,4.19,4.58,3.78
Devin Robinson,WAS,1,0,1,13.2,5224,0.99,0.55,0.44,4.57,4.16,4.04
Dewayne Dedmon,ATL,61,18,43,24.9,9351.2,1.77,0.97,0.81,4.29,4.65,3.92
Deyonta Davis,MEM,62,16,46,15.2,5748.3,1.09,0.58,0.51,4.33,4.61,4.05
Dillon Brooks,MEM,82,22,60,28.7,10868.5,2.06,1.08,0.98,4.35,4.49,4.2
Dion Waiters,MIA,29,15,14,30.8,11333.6,2.15,1.2,0.94,4.19,4.55,3.81
Dirk Nowitzki,DAL,77,24,53,24.7,7788.2,1.48,0.81,0.67,3.6,3.8,3.39
Domantas Sabonis,IND,74,45,29,24.5,9357,1.77,0.94,0.83,4.38,4.71,4.06
Donovan Mitchell,UTA,79,46,33,33.4,12329.9,2.34,1.29,1.05,4.22,4.56,3.87
Dorian Finney-Smith,DAL,21,4,17,21.4,8295.9,1.57,0.84,0.73,4.44,4.62,4.24
Doug McDermott,DAL,80,29,51,21.7,8978.7,1.7,0.93,0.77,4.72,5.1,4.34
Dragan Bender,PHX,82,21,61,25.2,9632.6,1.82,1.01,0.81,4.35,4.86,3.84
Draymond Green,GSW,70,48,22,32.7,11451.2,2.17,1.12,1.05,4.02,4.44,3.66
Dwayne Bacon,CHA,53,25,28,13.4,5051.4,0.96,0.51,0.45,4.29,4.52,4.06
Dwight Buycks,DET,29,10,19,14.7,5804.4,1.1,0.61,0.49,4.5,4.98,4.01
Dwight Howard,CHA,81,35,46,30.4,10829.1,2.05,1.11,0.94,4.06,4.38,3.73
Dwight Powell,DAL,79,23,56,21.2,8274.4,1.57,0.86,0.71,4.45,4.77,4.12
Dwyane Wade,MIA,67,37,30,22.9,8372.5,1.59,0.86,0.73,4.16,4.54,3.79
Dāvis Bertāns,SAS,77,43,34,14.1,5739.3,1.09,0.62,0.47,4.64,5.32,3.97
E'Twaun Moore,NOP,82,48,34,31.5,12401.6,2.35,1.22,1.13,4.49,4.88,4.13
Ed Davis,POR,78,48,30,18.9,7113.7,1.35,0.74,0.61,4.3,4.52,4.06
Edmond Sumner,IND,1,0,1,2.2,846,0.16,0.08,0.08,5.54,5.93,5.2
Ekpe Udoh,UTA,63,36,27,12.8,4752.7,0.9,0.47,0.43,4.23,4.4,4.05
Elfrid Payton,PHX,63,13,50,28.7,11291.9,2.14,1.12,1.02,4.48,4.89,4.11
Emeka Okafor,NOP,26,16,10,13.6,4997.1,0.95,0.49,0.46,4.17,4.49,3.88
Emmanuel Mudiay,NYK,64,29,35,19.4,7678.1,1.45,0.82,0.63,4.54,5.07,4
Enes Freedom,NYK,70,26,44,25.8,9733.7,1.84,0.97,0.87,4.3,4.45,4.15
Eric Bledsoe,MIL,74,40,34,31.4,11763.8,2.23,1.16,1.06,4.29,4.69,3.92
Eric Gordon,HOU,69,55,14,31.2,10755.6,2.04,1.07,0.97,3.94,4.23,3.66
Eric Moreland,DET,67,32,35,12,4664.8,0.88,0.46,0.42,4.43,4.59,4.27
Erik McCree,UTA,4,4,0,1.9,538.5,0.1,0.05,0.05,3.49,3.84,3.19
Ersan Ilyasova,PHI,69,36,33,25.1,9483.1,1.8,0.97,0.83,4.31,4.71,3.92
Evan Fournier,ORL,57,20,37,32.2,12459.7,2.36,1.26,1.1,4.4,4.8,4.02
Evan Turner,POR,79,48,31,25.7,9512.9,1.8,0.97,0.83,4.21,4.4,4.01
Frank Kaminsky,CHA,79,35,44,23.2,8830.8,1.67,0.95,0.72,4.33,4.85,3.8
Frank Mason III,SAC,52,17,35,18.9,6843.9,1.3,0.69,0.61,4.16,4.41,3.92
Frank Ntilikina,NYK,77,27,50,22,8325.8,1.58,0.84,0.73,4.36,4.66,4.06
Fred VanVleet,TOR,76,55,21,20,8228.7,1.56,0.83,0.73,4.69,5.09,4.3
Furkan Korkmaz,PHI,14,11,3,5.7,2328.6,0.44,0.25,0.19,4.68,4.89,4.44
Garrett Temple,SAC,65,23,42,24.9,9442.8,1.79,0.97,0.81,4.35,4.61,4.09
Gary Harris,DEN,67,37,30,34.4,12564.2,2.38,1.26,1.12,4.23,4.48,3.99
Gary Payton II,LAL,23,10,13,9.6,4095.4,0.78,0.39,0.39,4.84,5.21,4.52
George Hill,CLE,67,28,39,27.1,10155.9,1.92,1.05,0.88,4.28,4.51,4.02
Georges Niang,UTA,9,9,0,3.5,1360.3,0.26,0.14,0.12,4.55,4.73,4.37
Georgios Papagiannis,POR,17,3,14,7.2,2693.1,0.51,0.27,0.24,4.3,4.7,3.91
Gerald Green,HOU,41,33,8,22.7,8381.9,1.59,0.83,0.76,4.21,4.35,4.08
Gian Clavell,DAL,7,0,7,9.1,3573.6,0.68,0.34,0.33,4.46,4.87,4.1
Giannis Antetokounmpo,MIL,74,39,35,36.7,13292.2,2.52,1.33,1.19,4.15,4.61,3.74
Glenn Robinson III,IND,23,14,9,14.7,5836.2,1.11,0.6,0.51,4.57,4.81,4.31
Goran Dragic,MIA,74,38,36,31.8,12650.1,2.4,1.32,1.08,4.53,4.91,4.13
Gordon Hayward,BOS,1,0,1,5.3,2227,0.42,0.23,0.19,4.62,4.62,4.61
Gorgui Dieng,MIN,79,45,34,16.9,6328.2,1.2,0.65,0.55,4.27,4.45,4.08
Greg Monroe,BOS,50,21,29,20.5,7205.6,1.36,0.72,0.65,4.01,4.11,3.91
Guerschon Yabusele,BOS,32,23,9,7.3,2849.7,0.54,0.3,0.24,4.43,4.7,4.12
Harrison Barnes,DAL,77,24,53,34.2,13183.7,2.5,1.39,1.11,4.39,4.71,4.05
Hassan Whiteside,MIA,54,30,24,25.3,8871.9,1.68,0.89,0.79,3.99,4.07,3.92
Henry Ellenson,DET,38,21,17,8.7,3660.3,0.69,0.39,0.31,4.85,5.55,4.22
Ian Clark,NOP,74,43,31,19.6,7565.6,1.43,0.76,0.68,4.43,4.83,4.06
Ian Mahinmi,WAS,77,42,35,14.9,5560.1,1.05,0.55,0.5,4.25,4.43,4.08
Ike Anigbogu,IND,11,5,6,2.7,971,0.18,0.11,0.08,4.03,4.49,3.93
Iman Shumpert,SAC,14,9,5,19.7,7838.6,1.48,0.76,0.73,4.55,4.69,4.4
Isaiah Canaan,PHX,20,9,11,21.1,8031.5,1.52,0.81,0.71,4.34,4.58,4.12
Isaiah Hicks,NYK,18,4,14,13.3,5206.7,0.99,0.52,0.47,4.46,4.71,4.17
Isaiah Taylor,ATL,67,18,49,17.4,6885.3,1.3,0.72,0.59,4.5,4.94,4.06
Isaiah Thomas,LAL,32,15,17,26.9,9703.8,1.84,1,0.84,4.25,4.67,3.84
Isaiah Whitehead,BKN,15,2,13,10.8,4143.8,0.78,0.43,0.36,4.36,4.78,3.88
Ish Smith,DET,82,39,43,24.9,10624.9,2.01,1.14,0.87,4.88,5.56,4.21
Ivan Rabb,MEM,36,6,30,14.3,5464.8,1.03,0.55,0.48,4.36,4.56,4.14
Ivica Zubac,LAL,43,19,24,9.5,3584.7,0.68,0.36,0.32,4.38,4.9,3.92
J.J. Barea,DAL,69,23,46,23.2,8826.5,1.67,0.96,0.71,4.32,4.78,3.83
JJ Redick,PHI,69,45,24,30.2,12251.4,2.32,1.26,1.06,4.61,5.16,4.08
JR Smith,CLE,80,49,31,28.1,10151,1.92,1,0.92,4.12,4.26,3.97
JaKarr Sampson,SAC,22,6,16,15.7,6079.9,1.15,0.62,0.53,4.41,4.69,4.13
JaMychal Green,MEM,55,11,44,28,10440.6,1.98,1.05,0.93,4.27,4.43,4.1
JaVale McGee,GSW,65,45,20,9.5,3531.8,0.67,0.34,0.33,4.31,4.56,4.05
Jabari Bird,BOS,13,8,5,8.8,3375.9,0.64,0.34,0.3,4.4,4.53,4.26
Jabari Parker,MIL,31,16,15,24,9189.3,1.74,0.91,0.83,4.42,4.75,4.08
Jack Cooley,SAC,7,4,3,12.5,4265.4,0.81,0.43,0.38,4.06,3.98,4
Jacob Pullen,PHI,3,2,1,2,737.7,0.14,0.07,0.07,3.95,4.27,3.67
Jacob Wiley,BKN,4,1,3,8.1,3249.5,0.62,0.34,0.28,4.67,4.98,4.01
Jae Crowder,UTA,80,52,28,26.1,9595.9,1.82,0.95,0.87,4.22,4.42,4.02
Jahlil Okafor,BKN,28,7,21,12.6,4673,0.89,0.49,0.39,4.23,4.51,3.93
Jake Layman,POR,35,22,13,4.6,1831.8,0.35,0.2,0.15,4.57,5,4.16
Jakob Poeltl,TOR,82,59,23,18.6,7591.2,1.44,0.75,0.68,4.68,4.99,4.37
Jalen Jones,DAL,16,3,13,11.3,4452.1,0.84,0.44,0.4,4.48,4.8,4.17
Jamal Crawford,MIN,80,45,35,20.7,7318,1.39,0.75,0.63,4.03,4.21,3.83
Jamal Murray,DEN,81,46,35,31.7,12617.9,2.39,1.33,1.06,4.6,5.14,4.07
Jameel Warney,DAL,3,1,2,8.9,3335.3,0.63,0.33,0.3,4.28,4.36,4.19
Jameer Nelson,DET,50,25,25,20.3,7412.2,1.4,0.76,0.64,4.17,4.57,3.77
Jamel Artis,ORL,15,4,11,18.6,7038.3,1.33,0.72,0.61,4.47,4.85,4.08
James Ennis III,DET,72,25,47,22.3,8639.4,1.64,0.87,0.76,4.42,4.65,4.19
James Harden,HOU,72,59,13,35.4,11466.6,2.17,1.17,1,3.69,3.97,3.41
James Johnson,MIA,72,36,36,26.6,9955.1,1.89,1.02,0.87,4.26,4.53,3.97
James Michael McAdoo,PHI,3,1,2,6,2533.7,0.48,0.26,0.22,4.69,5.36,4.02
James Webb III,BKN,10,1,9,12,4833.9,0.92,0.51,0.41,4.62,5.24,4.02
James Young,PHI,6,4,2,10.2,3701.5,0.7,0.36,0.34,4.14,4.34,3.94
Jamil Wilson,LAC,15,6,9,18.3,6764.4,1.28,0.68,0.6,4.21,4.78,3.71
Jared Dudley,PHX,48,7,41,14.3,5261.9,1,0.54,0.46,4.17,4.76,3.66
Jarell Eddie,CHI,3,1,2,2.9,1071.3,0.2,0.11,0.09,4.2,4.08,4.32
Jarell Martin,MEM,73,21,52,22.8,9058.4,1.72,0.93,0.78,4.56,4.87,4.25
Jarrett Allen,BKN,70,24,46,20,7830.7,1.48,0.83,0.65,4.46,4.88,4.01
Jarrett Jack,NYK,61,25,36,24.8,9338.8,1.77,0.97,0.8,4.29,4.66,3.91
Jason Smith,WAS,33,15,18,8.6,3356.5,0.64,0.34,0.3,4.53,4.88,4.18
Jason Terry,MIL,51,27,24,15.9,6015.5,1.14,0.58,0.56,4.34,4.53,4.17
Jawun Evans,LAC,48,24,24,16.2,6718.9,1.27,0.64,0.63,4.72,4.99,4.48
Jaylen Brown,BOS,67,44,23,30.6,11787.9,2.23,1.16,1.08,4.38,4.55,4.22
Jaylen Morris,ATL,6,2,4,16.4,5926.5,1.12,0.59,0.53,4.33,4.45,4.21
Jayson Tatum,BOS,77,50,27,30.7,11253.9,2.13,1.14,0.99,4.18,4.46,3.89
Jeff Green,CLE,78,47,31,23.4,8263,1.56,0.8,0.76,4.01,4.18,3.86
Jeff Teague,MIN,70,41,29,33,11194.9,2.12,1.14,0.98,3.86,4.03,3.68
Jeff Withey,DAL,10,2,8,3.9,1441.5,0.27,0.15,0.13,4.08,4.75,3.75
Jerami Grant,OKC,80,48,32,20.3,7811.3,1.48,0.78,0.7,4.37,4.71,4.05
Jeremy Evans,ATL,1,0,1,5.3,2087,0.4,0.22,0.17,4.5,4.51,4.48
Jeremy Lamb,CHA,80,36,44,24.6,9535.3,1.81,0.98,0.83,4.42,4.72,4.1
Jeremy Lin,BKN,1,0,1,25.2,10502,1.99,1.07,0.92,4.8,5.02,4.54
Jerian Grant,CHI,74,24,50,22.8,8694.1,1.65,0.87,0.78,4.34,4.71,4
Jerryd Bayless,PHI,38,21,17,23.9,9029.7,1.71,0.9,0.81,4.29,4.57,4.02
Jimmy Butler III,MIN,59,37,22,36.7,13707.3,2.6,1.4,1.2,4.26,4.4,4.1
Joakim Noah,NYK,7,1,6,5.7,2291.6,0.43,0.23,0.2,4.5,4.87,4.14
Jodie Meeks,WAS,77,41,36,14.5,5551,1.05,0.56,0.49,4.42,4.7,4.12
Joe Harris,BKN,77,26,51,25.3,10050.7,1.9,1.06,0.84,4.53,4.95,4.1
Joe Ingles,UTA,82,48,34,31.4,11897.8,2.25,1.24,1.02,4.33,4.61,4.04
Joe Johnson,HOU,55,35,20,21.9,7821.4,1.48,0.82,0.67,4.07,4.36,3.77
Joe Young,IND,53,28,25,10.5,4388.3,0.83,0.43,0.41,4.77,4.77,4.77
Joel Bolomboy,MIL,6,3,3,6.3,2363.5,0.45,0.25,0.19,4.31,4.26,4.37
Joel Embiid,PHI,62,41,21,30.4,10768.4,2.04,1.08,0.96,4.04,4.37,3.71
Joffrey Lauvergne,SAS,55,30,25,9.7,3608.8,0.68,0.37,0.32,4.24,4.52,3.94
John Collins,ATL,73,21,52,24.1,9485.3,1.8,0.98,0.82,4.47,4.84,4.1
John Henson,MIL,75,39,36,26,9331.7,1.77,0.89,0.88,4.11,4.31,3.92
John Holland,CLE,24,17,7,7.3,2641.7,0.5,0.27,0.23,4.13,4.29,3.95
John Wall,WAS,41,23,18,34.4,11211.7,2.12,1.09,1.03,3.71,3.83,3.58
Johnathan Motley,DAL,11,1,10,16,5708.2,1.08,0.58,0.5,4.07,4.39,3.75
Johnny O'Bryant III,CHA,36,15,21,10.5,4081.9,0.77,0.43,0.35,4.42,4.7,4.15
Jon Leuer,DET,8,5,3,17.1,7201.1,1.36,0.76,0.6,4.78,5.24,4.3
Jonas Jerebko,UTA,74,45,29,15.3,5971.3,1.13,0.62,0.51,4.47,4.81,4.11
Jonas Valančiūnas,TOR,77,56,21,22.4,8416.1,1.59,0.86,0.74,4.28,4.55,4
Jonathan Gibson,BOS,4,2,2,10,3869.5,0.73,0.38,0.35,4.37,4.59,4.17
Jonathan Isaac,ORL,27,11,16,19.8,7541.5,1.43,0.77,0.66,4.39,4.71,4.08
Jonathon Simmons,ORL,69,21,48,29.4,11252.8,2.13,1.12,1.01,4.38,4.66,4.11
Jordan Bell,GSW,57,43,14,14.2,5504.3,1.04,0.54,0.5,4.4,4.66,4.17
Jordan Clarkson,CLE,81,40,41,23.3,9143.4,1.73,0.93,0.8,4.46,4.89,4.06
Jordan Crawford,NOP,5,3,2,10.7,4129,0.78,0.43,0.35,4.33,4.8,3.85
Jordan Mickey,MIA,23,15,8,12.3,4780.1,0.91,0.5,0.41,4.38,4.61,4.13
Jose Calderon,CLE,57,33,24,16,6215.6,1.18,0.62,0.55,4.42,4.64,4.2
